NAME,TEAM,POSITION,SEASON,START_COST,END_COST,TOTAL_POINTS,MINUTES,GOALS_SCORED,ASSISTS,CLEAN_SHEETS,GOALS_CONCEDED,OWN_GOALS,PENALTIES_SAVED,PENALTIES_MISSED,YELLOW_CARDS,RED_CARDS,SAVES,BONUS,BPS,INFLUENCE,CREATIVITY,THREAT,ICT_INDEX,STARTS,EXPECTED_GOALS,EXPECTED_ASSISTS,EXPECTED_GOAL_INVOLVEMENTS,EXPECTED_GOALS_CONCEDED
Matt Targett,Newcastle,DEF,2013-14,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Romelu Lukaku Bolingoli,Chelsea,FWD,2013-14,80,85,168,2598,15,9,11,30,0,0,0,1,0,0,21,184,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Nathaniel Clyne,Crystal Palace,DEF,2013-14,45,41,100,1862,0,5,10,18,0,0,0,3,0,0,10,121,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Joel Ward,Crystal Palace,DEF,2013-14,40,45,123,3240,0,3,12,44,0,0,0,3,0,0,13,180,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Séamus Coleman,Everton,DEF,2013-14,50,68,180,3228,6,2,15,34,1,0,0,3,0,0,20,229,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Michael Keane,Everton,DEF,2013-14,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Jordan Pickford,Everton,GKP,2013-14,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Ashley Young,Everton,DEF,2013-14,75,71,50,1028,2,3,4,16,0,0,0,4,0,0,1,49,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Asmir Begovic,Everton,GKP,2013-14,55,54,136,2880,1,0,9,36,0,1,0,1,0,104,9,161,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Harrison Reed,Fulham,MID,2013-14,45,43,4,12,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Conor Coady,Leicester,DEF,2013-14,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Danny Ward,Leicester,GKP,2013-14,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Harry Winks,Leicester,MID,2013-14,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Mohamed Salah,Liverpool,MID,2013-14,65,55,31,501,2,1,2,2,0,0,0,1,0,0,3,25,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Nathan Aké,Man City,DEF,2013-14,45,42,1,12,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Kevin De Bruyne,Man City,MID,2013-14,70,63,7,132,0,1,1,0,0,0,0,1,0,0,0,9,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Jack Grealish,Man City,MID,2013-14,45,45,1,3,0,0,0,2,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
John Stones,Man City,DEF,2013-14,45,42,59,1372,0,0,6,19,0,0,0,1,0,0,6,102,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Kyle Walker,Man City,DEF,2013-14,60,59,103,2297,1,4,9,36,0,0,0,5,0,0,15,155,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Sam Johnstone,Wolves,GKP,2013-14,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Craig Dawson,Wolves,DEF,2013-14,40,39,28,950,0,2,1,17,0,0,0,1,0,0,1,41,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
James Ward-Prowse,Nott'm Forest,MID,2013-14,45,40,60,1617,0,2,4,23,0,0,0,3,0,0,4,99,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Adam Armstrong,Southampton,FWD,2013-14,45,45,4,34,0,0,0,1,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Adam Lallana,Southampton,MID,2013-14,60,78,178,3086,9,9,16,41,0,0,0,3,0,0,20,199,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Jack Stephens,Southampton,DEF,2013-14,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Ben Davies,Spurs,DEF,2013-14,50,48,99,2874,2,1,6,46,0,0,0,3,0,0,12,179,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Łukasz Fabiański,West Ham,GKP,2013-14,45,42,7,90,0,0,1,0,0,0,0,0,0,5,0,8,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
