NAME,WEB_NAME,POSITION_NAME,PHOTO,GAMEWEEK,DEADLINE_TIME,OPPONENT,TOTAL_POINTS,WAS_HOME,KICKOFF_TIME,TEAM_A_SCORE,TEAM_H_SCORE,MINUTES,GOALS_SCORED,ASSISTS,CLEAN_SHEETS,GOALS_CONCEDED,OWN_GOALS,PENALTIES_SAVED,PENALTIES_MISSED,YELLOW_CARDS,RED_CARDS,SAVES,BONUS,BPS,INFLUENCE,CREATIVITY,THREAT,ICT_INDEX,STARTS,EXPECTED_GOALS,EXPECTED_ASSISTS,EXPECTED_GOAL_INVOLVEMENTS,EXPECTED_GOALS_CONCEDED,VALUE,TRANSFERS_BALANCE,SELECTED,TRANSFERS_IN,TRANSFERS_OUT
Noni Madueke,Madueke,MID,248857.jpg,Gameweek 6,2024-09-28 10:00 AM,Brighton,5,1,2024-09-28 02:00 PM,2,4,62,0,1,0,2,0,0,0,0,0,0,0,13,1.2,1.2,8.0,1.0,1,0.23,0.00,0.23,0.88,66,-180325,1086672,96757,277082
Noni Madueke,Madueke,MID,248857.jpg,Gameweek 7,2024-10-05 10:00 AM,Nott'm Forest,10,1,2024-10-06 01:00 PM,1,1,89,1,0,0,1,0,0,0,0,0,0,3,34,44.4,39.3,80.0,16.4,1,0.33,0.22,0.55,0.59,65,-124780,970210,60271,185051
Harry Maguire,Maguire,DEF,95658.jpg,Gameweek 1,2024-08-16 05:30 PM,Fulham,5,1,2024-08-16 07:00 PM,0,1,80,0,0,1,0,0,0,0,1,0,0,0,22,19.6,1.6,0.0,2.1,1,0.00,0.01,0.01,0.38,50,0,39835,0,0
Harry Maguire,Maguire,DEF,95658.jpg,Gameweek 2,2024-08-24 10:00 AM,Brighton,2,0,2024-08-24 11:30 AM,1,2,78,0,0,0,1,0,0,0,0,0,0,0,12,15.4,12.0,4.0,3.1,1,0.04,0.00,0.04,1.50,50,7302,72691,11444,4142
Harry Maguire,Maguire,DEF,95658.jpg,Gameweek 3,2024-08-31 10:00 AM,Liverpool,1,1,2024-09-01 03:00 PM,3,0,21,0,0,0,0,0,0,0,0,0,0,0,5,4.0,0.0,6.0,1.0,0,0.00,0.00,0.00,0.42,50,-6127,72975,5285,11412
Harry Maguire,Maguire,DEF,95658.jpg,Gameweek 4,2024-09-14 10:00 AM,Southampton,0,0,2024-09-14 11:30 AM,3,0,16,0,0,0,0,0,0,0,1,0,0,0,-1,1.6,0.9,0.0,0.3,0,0.00,0.01,0.01,0.00,50,-5194,72824,4334,9528
Harry Maguire,Maguire,DEF,95658.jpg,Gameweek 5,2024-09-21 10:00 AM,Crystal Palace,0,0,2024-09-21 04:30 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-6712,67705,1253,7965
Harry Maguire,Maguire,DEF,95658.jpg,Gameweek 6,2024-09-28 10:00 AM,Spurs,0,1,2024-09-29 03:30 PM,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-5879,63264,937,6816
Harry Maguire,Maguire,DEF,95658.jpg,Gameweek 7,2024-10-05 10:00 AM,Aston Villa,0,0,2024-10-06 01:00 PM,0,0,45,0,0,0,0,0,0,0,1,0,0,0,0,1.8,0.5,0.0,0.2,1,0.00,0.00,0.00,0.15,49,-4710,59659,1292,6002
Kobbie Mainoo,Mainoo,MID,516895.jpg,Gameweek 1,2024-08-16 05:30 PM,Fulham,3,1,2024-08-16 07:00 PM,0,1,83,0,0,1,0,0,0,0,0,0,0,0,21,12.0,3.7,1.0,1.7,1,0.03,0.01,0.04,0.38,55,0,533586,0,0
Kobbie Mainoo,Mainoo,MID,516895.jpg,Gameweek 2,2024-08-24 10:00 AM,Brighton,1,0,2024-08-24 11:30 AM,1,2,90,0,0,0,2,0,0,0,1,0,0,0,18,14.4,1.3,4.0,2.0,1,0.00,0.01,0.01,2.09,55,-15046,591550,39563,54609
Kobbie Mainoo,Mainoo,MID,516895.jpg,Gameweek 3,2024-08-31 10:00 AM,Liverpool,1,1,2024-09-01 03:00 PM,3,0,90,0,0,0,3,0,0,0,1,0,0,0,8,3.4,2.3,0.0,0.6,1,0.00,0.04,0.04,1.73,55,-96906,513548,28604,125510
Kobbie Mainoo,Mainoo,MID,516895.jpg,Gameweek 4,2024-09-14 10:00 AM,Southampton,2,0,2024-09-14 11:30 AM,3,0,90,0,0,1,0,0,0,0,1,0,0,0,10,14.4,17.1,4.0,3.6,1,0.05,0.13,0.18,1.12,54,-60676,470039,26044,86720
Kobbie Mainoo,Mainoo,MID,516895.jpg,Gameweek 5,2024-09-21 10:00 AM,Crystal Palace,3,0,2024-09-21 04:30 PM,0,0,90,0,0,1,0,0,0,0,0,0,0,0,13,5.2,4.7,6.0,1.6,1,0.04,0.14,0.18,1.01,54,-37502,439743,10872,48374
Kobbie Mainoo,Mainoo,MID,516895.jpg,Gameweek 6,2024-09-28 10:00 AM,Spurs,1,1,2024-09-29 03:30 PM,3,0,44,0,0,0,1,0,0,0,0,0,0,0,9,13.0,14.8,4.0,3.2,1,0.00,0.10,0.10,1.99,53,-37848,406183,9954,47802
Kobbie Mainoo,Mainoo,MID,516895.jpg,Gameweek 7,2024-10-05 10:00 AM,Aston Villa,2,0,2024-10-06 01:00 PM,0,0,84,0,0,1,0,0,0,0,1,0,0,0,13,10.8,13.8,4.0,2.9,1,0.01,0.02,0.03,0.33,53,-53378,355143,6277,59655
Tyrell Malacia,Malacia,DEF,222690.jpg,Gameweek 1,2024-08-16 05:30 PM,Fulham,0,1,2024-08-16 07:00 PM,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,1453,0,0
Tyrell Malacia,Malacia,DEF,222690.jpg,Gameweek 2,2024-08-24 10:00 AM,Brighton,0,0,2024-08-24 11:30 AM,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-404,1100,41,445
Tyrell Malacia,Malacia,DEF,222690.jpg,Gameweek 3,2024-08-31 10:00 AM,Liverpool,0,1,2024-09-01 03:00 PM,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-155,976,38,193
Tyrell Malacia,Malacia,DEF,222690.jpg,Gameweek 4,2024-09-14 10:00 AM,Southampton,0,0,2024-09-14 11:30 AM,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-81,946,36,117
Tyrell Malacia,Malacia,DEF,222690.jpg,Gameweek 5,2024-09-21 10:00 AM,Crystal Palace,0,0,2024-09-21 04:30 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-32,918,27,59
Tyrell Malacia,Malacia,DEF,222690.jpg,Gameweek 6,2024-09-28 10:00 AM,Spurs,0,1,2024-09-29 03:30 PM,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-16,912,33,49
Tyrell Malacia,Malacia,DEF,222690.jpg,Gameweek 7,2024-10-05 10:00 AM,Aston Villa,0,0,2024-10-06 01:00 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-22,904,22,44
Orel Mangala,Mangala,MID,179519.jpg,Gameweek 4,2024-09-14 10:00 AM,Aston Villa,1,0,2024-09-14 04:30 PM,2,3,26,0,0,0,1,0,0,0,0,0,0,0,3,1.6,0.3,6.0,0.8,0,0.09,0.00,0.09,0.72,50,62,218,85,23
Orel Mangala,Mangala,MID,179519.jpg,Gameweek 5,2024-09-21 10:00 AM,Leicester,2,0,2024-09-21 02:00 PM,1,1,90,0,0,0,1,0,0,0,0,0,0,0,15,8.6,14.3,0.0,2.3,1,0.00,0.06,0.06,0.66,50,75,398,132,57
Orel Mangala,Mangala,MID,179519.jpg,Gameweek 6,2024-09-28 10:00 AM,Crystal Palace,2,1,2024-09-28 02:00 PM,1,2,82,0,0,0,1,0,0,0,0,0,0,0,15,15.8,1.8,0.0,1.8,1,0.00,0.01,0.01,0.92,50,93,586,204,111
Orel Mangala,Mangala,MID,179519.jpg,Gameweek 7,2024-10-05 10:00 AM,Newcastle,1,1,2024-10-05 04:30 PM,0,0,56,0,0,0,0,0,0,0,0,0,0,0,-1,0.8,1.5,2.0,0.4,1,0.02,0.00,0.02,1.56,50,32,744,189,157
Ryan Manning,Manning,DEF,204863.jpg,Gameweek 1,2024-08-16 05:30 PM,Newcastle,0,0,2024-08-17 02:00 PM,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,6978,0,0
Ryan Manning,Manning,DEF,204863.jpg,Gameweek 2,2024-08-24 10:00 AM,Nott'm Forest,0,1,2024-08-24 02:00 PM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-879,7563,112,991
Ryan Manning,Manning,DEF,204863.jpg,Gameweek 3,2024-08-31 10:00 AM,Brentford,0,0,2024-08-31 02:00 PM,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-860,7344,164,1024
Ryan Manning,Manning,DEF,204863.jpg,Gameweek 4,2024-09-14 10:00 AM,Man Utd,0,1,2024-09-14 11:30 AM,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-633,6914,161,794
Ryan Manning,Manning,DEF,204863.jpg,Gameweek 5,2024-09-21 10:00 AM,Ipswich,0,1,2024-09-21 02:00 PM,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-326,6693,62,388
Ryan Manning,Manning,DEF,204863.jpg,Gameweek 6,2024-09-28 10:00 AM,Bournemouth,0,0,2024-09-30 07:00 PM,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-311,6463,67,378
Ryan Manning,Manning,DEF,204863.jpg,Gameweek 7,2024-10-05 10:00 AM,Arsenal,1,0,2024-10-05 02:00 PM,1,3,73,0,0,0,2,0,0,0,0,0,0,0,2,19.4,1.9,0.0,2.1,1,0.00,0.00,0.00,2.13,43,-207,6334,88,295
Sékou Mara,Mara,FWD,476888.jpg,Gameweek 1,2024-08-16 05:30 PM,Newcastle,0,0,2024-08-17 02:00 PM,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,0,8265,0,0
Sékou Mara,Mara,FWD,476888.jpg,Gameweek 2,2024-08-24 10:00 AM,Nott'm Forest,0,1,2024-08-24 02:00 PM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-1246,8662,467,1713
Sékou Mara,Mara,FWD,476888.jpg,Gameweek 3,2024-08-31 10:00 AM,Brentford,0,0,2024-08-31 02:00 PM,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-2154,6765,315,2469
Sékou Mara,Mara,FWD,476888.jpg,Gameweek 4,2024-09-14 10:00 AM,Man Utd,0,1,2024-09-14 11:30 AM,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-1703,5104,0,1703
Sékou Mara,Mara,FWD,476888.jpg,Gameweek 5,2024-09-21 10:00 AM,Ipswich,0,1,2024-09-21 02:00 PM,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-595,4550,0,595
Sékou Mara,Mara,FWD,476888.jpg,Gameweek 6,2024-09-28 10:00 AM,Bournemouth,0,0,2024-09-30 07:00 PM,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-386,4162,0,386
Sékou Mara,Mara,FWD,476888.jpg,Gameweek 7,2024-10-05 10:00 AM,Arsenal,0,0,2024-10-05 02:00 PM,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-297,3876,0,297
Marc Guiu Paz,Marc Guiu,FWD,499309.jpg,Gameweek 1,2024-08-16 05:30 PM,Man City,1,1,2024-08-18 03:30 PM,2,0,24,0,0,0,1,0,0,0,0,0,0,0,2,0.0,0.3,0.0,0.0,0,0.00,0.00,0.00,0.11,50,0,62388,0,0
Marc Guiu Paz,Marc Guiu,FWD,499309.jpg,Gameweek 2,2024-08-24 10:00 AM,Wolves,0,0,2024-08-25 01:00 PM,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,1479,77517,12951,11472
Marc Guiu Paz,Marc Guiu,FWD,499309.jpg,Gameweek 3,2024-08-31 10:00 AM,Crystal Palace,0,1,2024-09-01 12:30 PM,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-5775,76704,14394,20169
Marc Guiu Paz,Marc Guiu,FWD,499309.jpg,Gameweek 4,2024-09-14 10:00 AM,Bournemouth,0,0,2024-09-14 07:00 PM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-4557,76757,13860,18417
Marc Guiu Paz,Marc Guiu,FWD,499309.jpg,Gameweek 5,2024-09-21 10:00 AM,West Ham,0,0,2024-09-21 11:30 AM,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-6229,71810,3737,9966
Marc Guiu Paz,Marc Guiu,FWD,499309.jpg,Gameweek 6,2024-09-28 10:00 AM,Brighton,0,1,2024-09-28 02:00 PM,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-4453,68766,6406,10859
Marc Guiu Paz,Marc Guiu,FWD,499309.jpg,Gameweek 7,2024-10-05 10:00 AM,Nott'm Forest,0,1,2024-10-06 01:00 PM,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-2705,67333,5773,8478
Wanya Marçal-Madivádua,Marcal,MID,461584.jpg,Gameweek 1,2024-08-16 05:30 PM,Spurs,0,1,2024-08-19 07:00 PM,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,4212,0,0
Wanya Marçal-Madivádua,Marcal,MID,461584.jpg,Gameweek 2,2024-08-24 10:00 AM,Fulham,0,0,2024-08-24 02:00 PM,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-214,4706,339,553
Wanya Marçal-Madivádua,Marcal,MID,461584.jpg,Gameweek 3,2024-08-31 10:00 AM,Aston Villa,0,1,2024-08-31 02:00 PM,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-431,4522,415,846
Wanya Marçal-Madivádua,Marcal,MID,461584.jpg,Gameweek 4,2024-09-14 10:00 AM,Crystal Palace,0,0,2024-09-14 02:00 PM,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1260,3229,0,1260
Wanya Marçal-Madivádua,Marcal,MID,461584.jpg,Gameweek 5,2024-09-21 10:00 AM,Everton,0,1,2024-09-21 02:00 PM,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-397,2880,0,397
Wanya Marçal-Madivádua,Marcal,MID,461584.jpg,Gameweek 6,2024-09-28 10:00 AM,Arsenal,0,0,2024-09-28 02:00 PM,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-334,2548,0,334
Wanya Marçal-Madivádua,Marcal,MID,461584.jpg,Gameweek 7,2024-10-05 10:00 AM,Bournemouth,0,1,2024-10-05 02:00 PM,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-227,2325,0,227
Solly March,March,MID,109345.jpg,Gameweek 1,2024-08-16 05:30 PM,Everton,0,0,2024-08-17 02:00 PM,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,65,0,612,0,0
Solly March,March,MID,109345.jpg,Gameweek 2,2024-08-24 10:00 AM,Man Utd,0,1,2024-08-24 11:30 AM,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,65,-103,602,61,164
Solly March,March,MID,109345.jpg,Gameweek 3,2024-08-31 10:00 AM,Arsenal,0,0,2024-08-31 11:30 AM,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,65,-43,595,77,120
Solly March,March,MID,109345.jpg,Gameweek 4,2024-09-14 10:00 AM,Ipswich,0,1,2024-09-14 02:00 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,65,-44,588,114,158
Solly March,March,MID,109345.jpg,Gameweek 5,2024-09-21 10:00 AM,Nott'm Forest,0,1,2024-09-22 01:00 PM,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,65,-3,603,72,75
Solly March,March,MID,109345.jpg,Gameweek 6,2024-09-28 10:00 AM,Chelsea,0,0,2024-09-28 02:00 PM,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,65,-12,600,71,83
Solly March,March,MID,109345.jpg,Gameweek 7,2024-10-05 10:00 AM,Spurs,0,1,2024-10-06 03:30 PM,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,65,-3,608,66,69
Mario Lemina,Mario Jr.,MID,151086.jpg,Gameweek 1,2024-08-16 05:30 PM,Arsenal,2,0,2024-08-17 02:00 PM,0,2,90,0,0,0,2,0,0,0,0,0,0,0,16,29.8,1.0,0.0,3.1,1,0.00,0.01,0.01,1.24,50,0,14599,0,0
Mario Lemina,Mario Jr.,MID,151086.jpg,Gameweek 2,2024-08-24 10:00 AM,Chelsea,2,1,2024-08-25 01:00 PM,6,2,89,0,0,0,6,0,0,0,0,0,0,0,6,5.6,1.8,4.0,1.1,1,0.05,0.05,0.10,1.56,50,-864,14851,646,1510
Mario Lemina,Mario Jr.,MID,151086.jpg,Gameweek 3,2024-08-31 10:00 AM,Nott'm Forest,5,0,2024-08-31 02:00 PM,1,1,90,0,1,0,1,0,0,0,1,0,0,1,27,41.2,12.2,2.0,5.5,1,0.00,0.01,0.01,1.04,50,-957,14590,1181,2138
Mario Lemina,Mario Jr.,MID,151086.jpg,Gameweek 4,2024-09-14 10:00 AM,Newcastle,10,1,2024-09-15 03:30 PM,2,1,90,1,0,0,2,0,0,0,0,0,0,3,42,44.6,35.8,20.0,10.0,1,0.46,0.26,0.72,1.21,50,-1017,14158,1586,2603
Mario Lemina,Mario Jr.,MID,151086.jpg,Gameweek 5,2024-09-21 10:00 AM,Aston Villa,1,0,2024-09-21 02:00 PM,1,3,90,0,0,0,3,0,0,0,1,0,0,0,3,17.2,5.2,34.0,5.6,1,0.19,0.02,0.21,1.73,50,21241,38369,24658,3417
Mario Lemina,Mario Jr.,MID,151086.jpg,Gameweek 6,2024-09-28 10:00 AM,Liverpool,2,1,2024-09-28 04:30 PM,2,1,90,0,0,0,2,0,0,0,0,0,0,0,15,19.2,9.7,4.0,3.3,1,0.01,0.06,0.07,2.54,50,6945,45417,15709,8764
Mario Lemina,Mario Jr.,MID,151086.jpg,Gameweek 7,2024-10-05 10:00 AM,Brentford,2,0,2024-10-05 02:00 PM,3,5,90,0,0,0,5,0,0,0,0,0,0,0,9,6.8,13.7,20.0,4.1,1,0.22,0.02,0.24,4.25,50,4037,50291,10520,6483
Filip Marschall,Marschall,GKP,462381.jpg,Gameweek 1,2024-08-16 05:30 PM,West Ham,0,0,2024-08-17 04:30 PM,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,0,165,0,0
Filip Marschall,Marschall,GKP,462381.jpg,Gameweek 2,2024-08-24 10:00 AM,Arsenal,0,1,2024-08-24 04:30 PM,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-16,148,0,16
Filip Marschall,Marschall,GKP,462381.jpg,Gameweek 3,2024-08-31 10:00 AM,Leicester,0,0,2024-08-31 02:00 PM,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-12,136,0,12
Filip Marschall,Marschall,GKP,462381.jpg,Gameweek 4,2024-09-14 10:00 AM,Everton,0,1,2024-09-14 04:30 PM,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-12,125,0,12
Filip Marschall,Marschall,GKP,462381.jpg,Gameweek 5,2024-09-21 10:00 AM,Wolves,0,1,2024-09-21 02:00 PM,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-6,119,0,6
Filip Marschall,Marschall,GKP,462381.jpg,Gameweek 6,2024-09-28 10:00 AM,Ipswich,0,0,2024-09-29 01:00 PM,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-5,114,0,5
Filip Marschall,Marschall,GKP,462381.jpg,Gameweek 7,2024-10-05 10:00 AM,Man Utd,0,1,2024-10-06 01:00 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-2,112,0,2
Gabriel Martinelli Silva,Martinelli,MID,444145.jpg,Gameweek 1,2024-08-16 05:30 PM,Wolves,3,1,2024-08-17 02:00 PM,0,2,90,0,0,1,0,0,0,0,0,0,0,0,16,13.6,36.7,25.0,7.5,1,0.08,0.19,0.27,0.47,70,0,253825,0,0
Gabriel Martinelli Silva,Martinelli,MID,444145.jpg,Gameweek 2,2024-08-24 10:00 AM,Aston Villa,3,0,2024-08-24 04:30 PM,2,0,64,0,0,1,0,0,0,0,0,0,0,0,9,6.4,26.3,10.0,4.3,1,0.00,0.41,0.41,1.12,70,-12758,275265,21172,33930
Gabriel Martinelli Silva,Martinelli,MID,444145.jpg,Gameweek 3,2024-08-31 10:00 AM,Brighton,1,1,2024-08-31 11:30 AM,1,1,16,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.5,0.0,0.0,0,0.00,0.00,0.00,0.65,70,-35321,249418,21818,57139
Gabriel Martinelli Silva,Martinelli,MID,444145.jpg,Gameweek 4,2024-09-14 10:00 AM,Spurs,3,0,2024-09-15 01:00 PM,1,0,79,0,0,1,0,0,0,0,0,0,0,0,18,22.8,25.6,31.0,7.9,1,0.17,0.14,0.31,0.61,69,-54816,200769,8634,63450
Gabriel Martinelli Silva,Martinelli,MID,444145.jpg,Gameweek 5,2024-09-21 10:00 AM,Man City,5,0,2024-09-22 03:30 PM,2,2,86,0,1,0,1,0,0,0,0,0,0,0,18,25.2,25.0,4.0,5.4,1,0.00,0.06,0.06,1.48,69,-14687,190107,6790,21477
Gabriel Martinelli Silva,Martinelli,MID,444145.jpg,Gameweek 6,2024-09-28 10:00 AM,Leicester,13,1,2024-09-28 02:00 PM,2,4,73,1,1,0,2,0,0,0,0,0,0,3,39,52.0,28.2,60.0,14.0,1,0.39,0.55,0.94,0.32,69,63186,258966,84010,20824
Gabriel Martinelli Silva,Martinelli,MID,444145.jpg,Gameweek 7,2024-10-05 10:00 AM,Southampton,6,1,2024-10-05 02:00 PM,1,3,30,1,0,0,0,0,0,0,0,0,0,0,27,35.8,4.3,37.0,7.7,0,0.41,0.04,0.45,0.33,70,182858,457536,205106,22248
Emiliano Martínez Romero,Martinez,GKP,98980.jpg,Gameweek 1,2024-08-16 05:30 PM,West Ham,3,0,2024-08-17 04:30 PM,2,1,90,0,0,0,1,0,0,0,0,0,3,0,11,25.8,0.0,0.0,2.6,1,0.00,0.00,0.00,2.46,50,0,1108383,0,0
Lisandro Martínez,Martinez,DEF,221820.jpg,Gameweek 1,2024-08-16 05:30 PM,Fulham,7,1,2024-08-16 07:00 PM,0,1,90,0,0,1,0,0,0,0,0,0,0,1,26,19.4,11.9,0.0,3.1,1,0.00,0.02,0.02,0.44,45,0,403535,0,0
Emiliano Martínez Romero,Martinez,GKP,98980.jpg,Gameweek 2,2024-08-24 10:00 AM,Arsenal,1,1,2024-08-24 04:30 PM,2,0,90,0,0,0,2,0,0,0,0,0,2,0,10,18.4,0.0,0.0,1.8,1,0.00,0.00,0.00,0.87,50,-42615,1197783,30065,72680
Lisandro Martínez,Martinez,DEF,221820.jpg,Gameweek 2,2024-08-24 10:00 AM,Brighton,1,0,2024-08-24 11:30 AM,1,2,90,0,0,0,2,0,0,0,0,0,0,0,8,10.2,4.3,0.0,1.5,1,0.00,0.19,0.19,2.09,45,63225,589233,85495,22270
Lisandro Martínez,Martinez,DEF,221820.jpg,Gameweek 3,2024-08-31 10:00 AM,Liverpool,0,1,2024-09-01 03:00 PM,3,0,90,0,0,0,3,0,0,0,1,0,0,0,-5,9.6,1.3,4.0,1.5,1,0.34,0.01,0.35,1.73,45,-52241,549345,23873,76114
Emiliano Martínez Romero,Martinez,GKP,98980.jpg,Gameweek 3,2024-08-31 10:00 AM,Leicester,2,0,2024-08-31 02:00 PM,2,1,90,0,0,0,1,0,0,0,0,0,2,0,12,15.6,0.0,0.0,1.6,1,0.00,0.00,0.00,0.45,50,35399,1292696,156570,121171
Emiliano Martínez Romero,Martinez,GKP,98980.jpg,Gameweek 4,2024-09-14 10:00 AM,Everton,0,1,2024-09-14 04:30 PM,2,3,90,0,0,0,2,0,0,0,1,0,0,0,-3,4.0,0.0,0.0,0.4,1,0.00,0.00,0.00,0.90,50,25195,1357423,154296,129101
Lisandro Martínez,Martinez,DEF,221820.jpg,Gameweek 4,2024-09-14 10:00 AM,Southampton,6,0,2024-09-14 11:30 AM,3,0,76,0,0,1,0,0,0,0,0,0,0,0,34,17.0,0.7,0.0,1.8,1,0.00,0.00,0.00,1.12,45,-34666,533899,26429,61095
