NAME,TEAM,POSITION,SEASON,START_COST,END_COST,TOTAL_POINTS,MINUTES,GOALS_SCORED,ASSISTS,CLEAN_SHEETS,GOALS_CONCEDED,OWN_GOALS,PENALTIES_SAVED,PENALTIES_MISSED,YELLOW_CARDS,RED_CARDS,SAVES,BONUS,BPS,INFLUENCE,CREATIVITY,THREAT,ICT_INDEX,STARTS,EXPECTED_GOALS,EXPECTED_ASSISTS,EXPECTED_GOAL_INVOLVEMENTS,EXPECTED_GOALS_CONCEDED
Adama Traoré,Fulham,MID,2015-16,60,52,15,193,0,2,0,8,0,0,0,1,0,0,0,48,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Andreas Hoelgebaum Pereira,Fulham,MID,2015-16,50,45,3,84,0,0,0,2,0,0,0,2,0,0,0,16,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Alex Iwobi,Fulham,MID,2015-16,45,45,42,628,2,2,5,6,0,0,0,0,0,0,2,156,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Kevin Mbabu,Fulham,DEF,2015-16,45,41,2,143,0,0,0,5,0,0,0,0,0,0,0,23,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Harrison Reed,Fulham,MID,2015-16,45,42,1,11,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Axel Tuanzebe,Ipswich,DEF,2015-16,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Jordan Ayew,Leicester,MID,2015-16,60,54,86,2349,7,0,4,51,0,0,0,6,1,0,13,329,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Jamie Vardy,Leicester,FWD,2015-16,60,74,211,3133,24,8,14,34,0,0,1,5,1,0,30,831,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Danny Ward,Leicester,GKP,2015-16,40,40,6,180,0,0,0,4,0,0,0,0,0,9,0,34,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Harry Winks,Leicester,MID,2015-16,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Joe Gomez,Liverpool,DEF,2015-16,45,42,23,437,0,1,3,5,0,0,0,3,0,0,3,98,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Virgil van Dijk,Liverpool,DEF,2015-16,55,56,130,3060,3,0,10,36,0,0,0,2,0,0,16,713,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Nathan Aké,Man City,DEF,2015-16,45,44,73,1874,1,1,7,25,0,0,0,4,1,0,7,378,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Kevin De Bruyne,Man City,MID,2015-16,100,103,131,2002,7,10,8,26,0,0,0,2,0,0,13,551,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Jack Grealish,Man City,MID,2015-16,55,52,28,833,1,0,0,26,0,0,0,1,0,0,0,128,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
John Stones,Man City,DEF,2015-16,55,54,82,2779,0,0,8,45,0,0,0,3,0,0,4,616,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Kyle Walker,Man City,DEF,2015-16,50,51,121,2941,1,3,12,28,1,0,0,7,0,0,8,706,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Sam Johnstone,Wolves,GKP,2015-16,45,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Craig Dawson,Wolves,DEF,2015-16,50,50,124,3384,4,0,10,48,1,0,0,3,0,0,5,600,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
James Ward-Prowse,Nott'm Forest,MID,2015-16,60,55,80,1545,2,4,7,18,0,0,0,5,0,0,9,325,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Adam Armstrong,Southampton,FWD,2015-16,45,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Adam Lallana,Southampton,MID,2015-16,75,73,109,2109,4,6,10,27,0,0,0,2,0,0,10,451,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Alex McCarthy,Southampton,GKP,2015-16,40,38,20,630,0,0,0,9,0,0,0,0,0,32,0,121,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Kyle Walker-Peters,Southampton,DEF,2015-16,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Dominic Solanke-Mitchell,Spurs,FWD,2015-16,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Ben Davies,Spurs,DEF,2015-16,45,40,52,1291,0,2,5,16,0,0,0,3,0,0,2,269,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Fraser Forster,Spurs,GKP,2015-16,50,49,68,1620,0,0,6,17,0,0,0,0,0,52,3,310,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Son Heung-min,Spurs,MID,2015-16,80,75,70,1107,4,1,6,12,0,0,0,0,0,0,11,230,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Michail Antonio,West Ham,FWD,2015-16,60,53,126,2057,8,7,7,29,0,0,0,3,0,0,12,424,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Aaron Cresswell,West Ham,DEF,2015-16,55,58,133,3314,2,4,11,50,0,0,0,1,0,0,12,655,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Łukasz Fabiański,West Ham,GKP,2015-16,50,47,123,3330,0,1,9,51,0,0,0,1,0,114,4,686,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Danny Ings,West Ham,FWD,2015-16,75,69,21,340,2,0,0,7,0,0,0,1,0,0,5,68,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Kurt Zouma,West Ham,DEF,2015-16,55,51,81,1918,1,1,8,26,0,0,0,0,0,0,7,412,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
