WEB_NAME,PLAYER_ID,POS_ID,PHOTO,SEASON_NAME,ELEMENT_CODE,START_COST,END_COST,TOTAL_POINTS,MINUTES,GOALS_SCORED,ASSISTS,CLEAN_SHEETS,GOALS_CONCEDED,OWN_GOALS,PENALTIES_SAVED,PENALTIES_MISSED,YELLOW_CARDS,RED_CARDS,SAVES,BONUS,BPS,INFLUENCE,CREATIVITY,THREAT,ICT_INDEX,STARTS,EXPECTED_GOALS,EXPECTED_ASSISTS,EXPECTED_GOAL_INVOLVEMENTS,EXPECTED_GOALS_CONCEDED
Gilmour,124,3,243568.jpg,2019-20,243568,45,41,9,191,0,0,1,3,0,0,0,0,0,0,0,41,31.4,55.3,5.0,9.1,0,0.00,0.00,0.00,0.00
Gross,125,3,60307.jpg,2019-20,60307,65,62,76,1791,2,5,3,32,1,0,0,4,0,0,7,326,388.2,908.5,323.0,161.6,0,0.00,0.00,0.00,0.00
João Pedro,129,4,475168.jpg,2019-20,475168,50,48,3,22,0,0,0,1,0,0,0,0,0,0,0,8,4.2,6.4,8.0,1.7,0,0.00,0.00,0.00,0.00
Lamptey,131,2,232792.jpg,2019-20,232792,40,41,26,619,0,1,3,8,0,0,0,2,0,0,0,136,91.8,82.1,27.0,20.2,0,0.00,0.00,0.00,0.00
March,132,3,109345.jpg,2019-20,109345,50,46,38,1139,0,1,4,15,0,0,0,2,0,0,3,129,189.4,239.6,274.0,70.4,0,0.00,0.00,0.00,0.00
Milner,134,3,15157.jpg,2019-20,15157,55,53,49,924,2,2,4,9,0,0,0,4,0,0,3,198,237.2,177.1,100.0,51.4,0,0.00,0.00,0.00,0.00
Webster,147,2,110735.jpg,2019-20,110735,45,44,88,2668,3,1,5,44,1,0,0,4,0,0,7,514,696.6,153.2,221.0,107.3,0,0.00,0.00,0.00,0.00
Welbeck,148,4,50175.jpg,2019-20,50175,60,58,39,813,2,1,1,15,0,0,0,0,0,0,3,93,128.2,51.5,350.0,53.0,0,0.00,0.00,0.00,0.00
Chilwell,160,2,172850.jpg,2019-20,172850,55,54,114,2374,3,3,9,26,0,0,0,3,0,0,8,501,546.0,545.4,208.0,130.0,0,0.00,0.00,0.00,0.00
Mepham,72,2,223911.jpg,2019-20,223911,45,43,27,911,1,0,1,19,0,0,0,1,0,0,2,165,276.8,20.8,138.0,43.7,0,0.00,0.00,0.00,0.00
Philip,76,3,168991.jpg,2019-20,168991,50,49,68,2526,1,1,5,41,0,0,0,8,0,0,5,347,545.4,239.8,342.0,112.9,0,0.00,0.00,0.00,0.00
Smith,81,2,54469.jpg,2019-20,54469,45,43,49,2055,0,1,4,40,0,0,0,7,0,0,3,309,309.6,183.0,97.0,58.8,0,0.00,0.00,0.00,0.00
Travers,84,1,229600.jpg,2019-20,229600,45,42,1,90,0,0,0,3,0,0,0,0,0,2,0,9,15.2,0.0,0.0,1.5,0,0.00,0.00,0.00,0.00
Arrizabalaga,152,1,109745.jpg,2019-20,109745,55,54,90,2970,0,0,8,47,0,0,0,0,0,55,0,507,503.6,0.0,0.0,50.2,0,0.00,0.00,0.00,0.00
Mee,100,2,51927.jpg,2019-20,51927,50,49,110,2880,1,2,13,45,0,0,0,7,0,0,6,549,658.8,105.8,362.0,112.9,0,0.00,0.00,0.00,0.00
G.Jesus,2,4,205651.jpg,2019-20,205651,95,99,146,2018,14,8,12,14,0,0,1,3,0,0,17,535,757.6,447.7,1620.0,282.1,0,0.00,0.00,0.00,0.00
Jorginho,7,3,85955.jpg,2019-20,85955,50,49,92,2376,4,3,6,40,0,0,0,10,0,0,9,535,600.0,422.4,158.0,118.4,0,0.00,0.00,0.00,0.00
Martinelli,9,3,444145.jpg,2019-20,444145,45,42,39,656,3,1,2,9,0,0,0,1,0,0,5,129,162.8,36.6,226.0,42.5,0,0.00,0.00,0.00,0.00
Rice,16,3,204480.jpg,2019-20,204480,50,47,105,3420,1,5,7,62,0,0,0,6,0,0,8,616,715.8,350.8,259.0,132.5,0,0.00,0.00,0.00,0.00
Saka,17,3,223340.jpg,2019-20,223340,45,47,71,1746,1,6,7,18,0,0,0,6,0,0,4,259,327.2,322.5,248.0,89.8,0,0.00,0.00,0.00,0.00
Tierney,21,2,192895.jpg,2019-20,192895,55,53,42,986,1,2,2,16,0,0,0,2,0,0,4,213,201.8,121.1,73.0,39.8,0,0.00,0.00,0.00,0.00
Trossard,23,3,116216.jpg,2019-20,116216,60,58,104,2004,5,5,4,34,0,0,0,0,0,0,9,352,411.4,585.4,540.0,153.2,0,0.00,0.00,0.00,0.00
Zinchenko,25,2,206325.jpg,2019-20,206325,55,52,49,1271,0,0,6,15,0,0,0,0,1,0,1,295,232.0,375.8,102.0,71.2,0,0.00,0.00,0.00,0.00
Sterling,186,3,103955.jpg,2019-20,103955,120,120,204,2651,20,6,13,31,0,0,2,5,0,0,20,642,921.6,751.3,1829.0,350.2,0,0.00,0.00,0.00,0.00
Barkley,29,3,88894.jpg,2019-20,88894,60,56,61,1095,1,5,5,14,0,0,0,0,0,0,5,208,266.0,344.3,373.0,98.2,0,0.00,0.00,0.00,0.00
Buendia,31,3,195546.jpg,2019-20,195546,60,60,94,2458,1,7,3,54,0,0,0,6,1,0,12,464,711.6,1196.7,401.0,231.1,0,0.00,0.00,0.00,0.00
Dendoncker,33,3,151589.jpg,2019-20,151589,45,44,100,2790,4,0,11,34,1,0,0,5,0,0,9,426,529.2,160.6,282.0,96.8,0,0.00,0.00,0.00,0.00
Gündogan,625,3,59859.jpg,2019-20,59859,55,51,65,2012,2,1,7,28,0,0,1,7,0,0,4,382,408.4,592.3,374.0,137.5,0,0.00,0.00,0.00,0.00
B.Fernandes,366,3,141746.jpg,2019-20,141746,80,90,117,1187,8,8,9,6,0,0,0,2,0,0,18,366,551.8,479.3,361.0,139.2,0,0.00,0.00,0.00,0.00
Dalot,369,2,216051.jpg,2019-20,216051,50,49,4,65,0,0,0,1,0,0,0,0,0,0,0,10,10.4,4.3,6.0,1.9,0,0.00,0.00,0.00,0.00
Eriksen,370,3,80607.jpg,2019-20,80607,90,86,48,1090,2,2,1,18,0,0,0,5,0,0,6,205,262.4,348.9,225.0,83.3,0,0.00,0.00,0.00,0.00
Evans,371,2,37642.jpg,2019-20,37642,50,53,128,3384,1,2,13,41,1,0,0,7,1,0,12,707,755.2,131.9,325.0,121.4,0,0.00,0.00,0.00,0.00
Heaton,374,1,21205.jpg,2019-20,21205,45,43,59,1794,0,0,4,35,1,0,0,0,0,67,3,346,507.4,0.3,0.0,50.7,0,0.00,0.00,0.00,0.00
Lindelof,376,2,184667.jpg,2019-20,184667,55,53,116,3092,1,0,12,32,1,0,0,6,0,0,9,618,554.0,73.6,79.0,70.7,0,0.00,0.00,0.00,0.00
Maguire,377,2,95658.jpg,2019-20,95658,55,53,123,3420,1,0,13,36,0,0,0,6,0,0,5,681,772.0,214.6,371.0,136.2,0,0.00,0.00,0.00,0.00
McTominay,381,3,195851.jpg,2019-20,195851,50,48,74,1765,3,2,3,20,0,0,0,2,0,0,6,310,415.6,238.4,310.0,96.4,0,0.00,0.00,0.00,0.00
Mount,382,3,184341.jpg,2019-20,184341,60,60,137,2865,7,6,9,44,0,0,0,3,0,0,11,510,641.2,814.0,974.0,242.8,0,0.00,0.00,0.00,0.00
Rashford,385,3,176297.jpg,2019-20,176297,85,89,177,2645,17,8,9,29,0,0,2,3,0,0,31,665,887.0,563.7,1265.0,271.7,0,0.00,0.00,0.00,0.00
Shaw,387,2,106760.jpg,2019-20,106760,55,54,67,1730,0,0,8,15,0,0,0,7,0,0,2,381,344.2,321.2,187.0,85.1,0,0.00,0.00,0.00,0.00
Almirón,391,3,179018.jpg,2019-20,179018,60,58,109,3020,4,2,12,48,0,0,0,5,0,0,5,356,481.6,450.2,750.0,168.0,0,0.00,0.00,0.00,0.00
Barnes,392,3,201666.jpg,2019-20,201666,60,58,133,2075,6,10,9,24,0,0,0,0,0,0,9,394,525.0,517.4,893.0,193.7,0,0.00,0.00,0.00,0.00
Burn,395,2,78916.jpg,2019-20,78916,45,45,86,2879,0,0,9,42,0,0,0,5,0,0,3,480,602.8,311.9,128.0,104.2,0,0.00,0.00,0.00,0.00
Dúbravka,396,1,67089.jpg,2019-20,67089,50,51,143,3420,0,0,11,58,0,0,0,0,0,139,7,719,1019.0,0.0,0.0,102.0,0,0.00,0.00,0.00,0.00
Gordon,398,3,232826.jpg,2019-20,232826,45,45,17,436,0,1,0,6,0,0,0,0,0,0,1,63,76.0,98.4,44.0,21.8,0,0.00,0.00,0.00,0.00
Hayden,400,3,153127.jpg,2019-20,153127,45,44,73,2220,1,4,8,36,0,0,0,4,1,0,3,309,368.6,227.6,189.0,78.5,0,0.00,0.00,0.00,0.00
J.Murphy,402,3,114243.jpg,2019-20,114243,50,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Joelinton,403,3,180974.jpg,2019-20,180974,60,55,78,2678,2,2,9,46,0,0,0,7,0,0,3,236,330.8,433.4,641.0,140.5,0,0.00,0.00,0.00,0.00
Kelly,404,2,235530.jpg,2019-20,235530,45,44,11,638,0,0,1,15,0,0,0,2,0,0,0,85,73.4,28.4,20.0,12.2,0,0.00,0.00,0.00,0.00
Krafth,405,2,111773.jpg,2019-20,111773,45,43,37,1015,0,1,3,23,0,0,0,0,0,0,2,187,184.4,28.8,39.0,25.2,0,0.00,0.00,0.00,0.00
Lascelles,407,2,101148.jpg,2019-20,101148,45,42,73,2076,1,0,8,31,0,0,0,5,0,0,3,358,403.0,28.1,125.0,55.7,0,0.00,0.00,0.00,0.00
Lewis,408,2,194799.jpg,2019-20,194799,45,44,48,2301,1,0,3,56,0,0,0,4,0,0,3,384,439.0,262.2,130.0,83.3,0,0.00,0.00,0.00,0.00
Longstaff,410,3,180135.jpg,2019-20,180135,50,50,44,1370,1,2,2,26,0,0,0,2,1,0,0,181,235.8,217.1,155.0,60.8,0,0.00,0.00,0.00,0.00
Pope,413,1,98747.jpg,2019-20,98747,45,52,170,3420,0,0,15,50,0,1,0,1,0,120,23,789,900.0,30.3,2.0,93.1,0,0.00,0.00,0.00,0.00
Ruddy,414,1,19236.jpg,2019-20,19236,45,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Schär,415,2,119471.jpg,2019-20,119471,50,50,55,1669,2,1,4,38,0,0,0,5,0,0,2,297,440.6,58.3,179.0,67.8,0,0.00,0.00,0.00,0.00
Targett,416,2,169359.jpg,2019-20,169359,45,43,80,2291,1,3,5,40,0,0,0,4,0,0,10,433,503.8,432.9,130.0,106.9,0,0.00,0.00,0.00,0.00
Trippier,418,2,77794.jpg,2019-20,77794,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Willock,420,3,200089.jpg,2019-20,200089,50,47,41,838,1,1,1,16,0,0,0,2,0,0,0,150,176.8,165.9,212.0,55.2,0,0.00,0.00,0.00,0.00
Wilson,421,4,75115.jpg,2019-20,75115,80,74,116,2906,8,6,4,53,0,0,0,9,0,0,8,321,397.4,391.1,848.0,162.6,0,0.00,0.00,0.00,0.00
Boly,425,2,90585.jpg,2019-20,90585,50,49,97,1980,0,1,12,15,0,0,0,1,1,0,10,470,477.0,85.8,119.0,68.4,0,0.00,0.00,0.00,0.00
Gibbs-White,433,3,222531.jpg,2019-20,222531,50,47,11,125,0,1,0,2,0,0,0,0,0,0,0,39,6.6,44.1,12.0,6.3,0,0.00,0.00,0.00,0.00
James,172,2,225796.jpg,2019-20,225796,50,49,61,1510,0,2,5,23,0,0,0,1,0,0,5,373,343.6,428.8,143.0,91.8,0,0.00,0.00,0.00,0.00
Lukaku,175,4,66749.jpg,2019-20,66749,85,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Palmer,182,3,244851.jpg,2019-20,244851,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Neto,560,3,247632.jpg,2019-20,247632,50,49,57,920,3,3,1,12,0,0,0,3,0,0,0,194,227.8,232.0,260.0,71.8,0,0.00,0.00,0.00,0.00
Nketiah,11,4,205533.jpg,2019-20,205533,45,43,25,628,2,0,3,9,0,0,0,0,1,0,1,66,90.4,67.0,210.0,36.4,0,0.00,0.00,0.00,0.00
Guéhi,200,2,209036.jpg,2019-20,209036,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Henderson,201,1,172649.jpg,2019-20,172649,45,52,160,3240,0,1,13,33,0,1,0,2,0,97,16,688,718.8,10.0,18.0,74.8,0,0.00,0.00,0.00,0.00
Holding,202,2,156074.jpg,2019-20,156074,45,44,16,580,0,0,1,9,0,0,0,1,0,0,2,96,133.6,4.8,19.0,15.8,0,0.00,0.00,0.00,0.00
Hughes,203,3,108413.jpg,2019-20,108413,55,53,62,2249,1,1,5,46,0,0,0,9,0,0,3,265,352.2,413.1,270.0,103.6,0,0.00,0.00,0.00,0.00
Lerma,206,3,152551.jpg,2019-20,152551,50,48,65,2702,1,2,4,49,0,0,0,11,1,0,2,376,439.0,189.4,169.0,79.4,0,0.00,0.00,0.00,0.00
Mitchell,210,2,244723.jpg,2019-20,244723,40,40,4,193,0,0,0,4,0,0,0,1,0,0,0,23,36.4,58.7,2.0,9.7,0,0.00,0.00,0.00,0.00
Schlupp,214,3,86417.jpg,2019-20,86417,55,54,51,1030,3,1,4,16,0,0,0,2,0,0,4,148,240.0,101.9,266.0,60.8,0,0.00,0.00,0.00,0.00
Ward,215,2,55494.jpg,2019-20,55494,45,43,77,2380,0,1,7,36,0,0,0,4,0,0,8,392,427.0,117.0,49.0,59.5,0,0.00,0.00,0.00,0.00
I.Sarr,585,3,232185.jpg,2019-20,232185,65,59,107,2023,5,7,6,35,0,0,0,1,0,0,7,300,392.0,391.9,637.0,142.2,0,0.00,0.00,0.00,0.00
Broja,156,4,440323.jpg,2019-20,440323,45,45,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.3,0.0,0.0,0,0.00,0.00,0.00,0.00
A.Doucoure,217,3,121599.jpg,2019-20,121599,60,54,113,3156,4,4,10,61,1,0,0,9,0,0,9,459,529.6,539.0,667.0,173.4,0,0.00,0.00,0.00,0.00
Branthwaite,219,2,480455.jpg,2019-20,480455,40,40,11,299,0,0,1,6,0,0,0,0,0,0,2,69,66.0,2.2,0.0,6.9,0,0.00,0.00,0.00,0.00
Calvert-Lewin,220,4,177815.jpg,2019-20,177815,60,61,126,2621,13,1,8,43,0,0,0,9,0,0,15,385,562.8,241.4,1272.0,206.3,0,0.00,0.00,0.00,0.00
Coleman,221,2,59949.jpg,2019-20,59949,55,53,55,1833,0,1,5,29,0,0,0,3,1,0,2,325,321.2,149.0,175.0,64.6,0,0.00,0.00,0.00,0.00
Gana,222,3,80801.jpg,2019-20,80801,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Garner,223,3,232928.jpg,2019-20,232928,45,43,1,8,0,0,0,1,0,0,0,0,0,0,0,3,2.2,2.8,0.0,0.5,0,0.00,0.00,0.00,0.00
Holgate,225,2,194164.jpg,2019-20,194164,45,42,71,2052,0,4,5,34,0,0,0,5,0,0,6,412,465.4,63.9,152.0,68.3,0,0.00,0.00,0.00,0.00
J.Virginia,227,1,222627.jpg,2019-20,222627,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Keane,228,2,106611.jpg,2019-20,106611,55,52,90,2556,2,0,7,42,1,0,0,3,0,0,9,490,666.4,80.0,204.0,95.2,0,0.00,0.00,0.00,0.00
Maupay,229,4,115382.jpg,2019-20,115382,60,57,131,2763,10,3,8,36,0,0,1,3,0,0,21,361,518.6,369.2,1519.0,240.5,0,0.00,0.00,0.00,0.00
McNeil,230,3,433154.jpg,2019-20,433154,60,60,123,3339,2,7,16,48,0,0,0,5,0,0,6,529,644.2,931.4,430.0,200.6,0,0.00,0.00,0.00,0.00
Pickford,235,1,111234.jpg,2019-20,111234,55,52,117,3420,0,0,9,56,0,0,0,2,0,94,5,626,755.6,13.0,0.0,76.7,0,0.00,0.00,0.00,0.00
Tarkowski,236,2,17761.jpg,2019-20,17761,50,55,143,3420,2,3,15,50,0,0,0,10,0,0,14,690,919.8,167.1,410.0,149.9,0,0.00,0.00,0.00,0.00
Young,238,2,18892.jpg,2019-20,18892,55,54,24,953,0,0,2,10,0,0,0,5,0,0,0,158,155.6,316.6,18.0,49.1,0,0.00,0.00,0.00,0.00
Begovic,624,1,40349.jpg,2019-20,40349,45,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Nelson,10,3,200641.jpg,2019-20,200641,55,53,30,622,1,1,2,7,0,0,0,1,0,0,0,105,110.4,148.3,185.0,44.4,0,0.00,0.00,0.00,0.00
Smith Rowe,19,3,209289.jpg,2019-20,209289,45,43,4,96,0,0,1,0,0,0,0,0,0,0,0,13,9.8,6.3,0.0,1.6,0,0.00,0.00,0.00,0.00
Adama,239,3,159533.jpg,2019-20,159533,50,56,130,2599,4,9,7,33,0,0,0,1,0,0,14,522,727.2,786.4,583.0,209.7,0,0.00,0.00,0.00,0.00
Andreas,240,3,156689.jpg,2019-20,156689,50,47,60,1478,1,3,6,16,0,0,0,3,0,0,1,198,245.6,432.1,343.0,102.3,0,0.00,0.00,0.00,0.00
Diop,245,2,219924.jpg,2019-20,219924,45,43,76,2765,3,1,4,54,0,0,0,8,0,0,3,424,610.0,64.3,210.0,88.7,0,0.00,0.00,0.00,0.00
Iwobi,247,3,153133.jpg,2019-20,153133,60,56,52,1591,1,0,4,30,0,0,0,0,0,0,2,227,246.4,383.7,329.0,95.9,0,0.00,0.00,0.00,0.00
Leno,248,1,80201.jpg,2019-20,80201,50,48,114,2649,0,0,7,39,0,1,0,2,0,113,10,591,843.2,0.0,0.0,84.1,0,0.00,0.00,0.00,0.00
Raúl,252,4,102057.jpg,2019-20,102057,75,80,194,3241,17,7,15,36,0,0,0,3,0,0,33,685,911.6,668.2,1680.0,325.4,0,0.00,0.00,0.00,0.00
Wilson,259,3,153682.jpg,2019-20,153682,60,57,91,1637,7,1,2,32,0,0,0,2,0,0,7,295,377.4,242.1,667.0,128.5,0,0.00,0.00,0.00,0.00
Sessegnon,579,2,184349.jpg,2019-20,184349,55,54,9,341,0,0,0,5,0,0,0,0,0,0,0,41,45.4,39.9,34.0,11.9,0,0.00,0.00,0.00,0.00
Berge,622,3,207189.jpg,2019-20,207189,50,47,40,943,1,1,4,11,0,0,0,0,0,0,3,147,152.4,66.0,82.0,30.3,0,0.00,0.00,0.00,0.00
Hirst,272,4,222625.jpg,2019-20,222625,45,45,2,9,0,0,0,1,0,0,0,0,0,0,0,3,3.2,0.6,25.0,2.6,0,0.00,0.00,0.00,0.00
Johnson,275,2,222018.jpg,2019-20,222018,40,40,6,270,0,0,0,3,0,0,0,0,0,0,0,32,48.0,25.2,1.0,7.4,0,0.00,0.00,0.00,0.00
Tuanzebe,282,2,180804.jpg,2019-20,180804,45,44,7,187,0,0,0,3,0,0,0,0,0,0,0,30,17.6,6.2,0.0,2.4,0,0.00,0.00,0.00,0.00
J.Ayew,192,3,80146.jpg,2019-20,80146,50,51,132,3148,9,3,12,45,0,0,0,6,0,0,19,443,597.4,445.6,885.0,192.4,0,0.00,0.00,0.00,0.00
Choudhury,287,3,197469.jpg,2019-20,197469,45,42,35,883,1,1,3,12,0,0,0,2,1,0,0,153,177.6,70.0,83.0,33.1,0,0.00,0.00,0.00,0.00
Coady,288,2,94147.jpg,2019-20,94147,50,51,118,3420,0,0,13,40,0,0,0,5,0,0,7,648,556.4,68.8,0.0,62.4,0,0.00,0.00,0.00,0.00
Justin,295,2,220627.jpg,2019-20,220627,50,47,35,1010,0,1,4,14,1,0,0,1,0,0,0,196,240.6,195.0,61.0,49.6,0,0.00,0.00,0.00,0.00
Ndidi,300,3,203341.jpg,2019-20,203341,50,50,85,2671,2,1,12,32,0,0,0,6,0,0,5,443,611.6,254.4,205.0,107.2,0,0.00,0.00,0.00,0.00
Ricardo,302,2,111931.jpg,2019-20,111931,60,62,123,2520,3,2,10,27,0,0,0,1,0,0,11,568,738.0,446.5,235.0,141.9,0,0.00,0.00,0.00,0.00
Thomas,305,2,244619.jpg,2019-20,244619,40,40,15,267,0,1,1,4,0,0,0,0,0,0,3,70,78.4,149.8,10.0,23.9,0,0.00,0.00,0.00,0.00
Vardy,306,4,101668.jpg,2019-20,101668,90,97,210,3032,23,7,11,38,0,0,1,3,0,0,34,775,1026.0,418.4,1455.0,288.8,0,0.00,0.00,0.00,0.00
Vestergaard,307,2,93100.jpg,2019-20,93100,50,45,51,1496,1,0,4,26,0,0,0,3,0,0,6,286,363.8,81.3,183.0,62.8,0,0.00,0.00,0.00,0.00
Ward,308,1,95463.jpg,2019-20,95463,45,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Winks,309,3,157668.jpg,2019-20,157668,55,52,52,2223,0,0,6,31,0,0,0,9,0,0,0,369,361.8,323.4,74.0,76.1,0,0.00,0.00,0.00,0.00
Skipp,501,3,209042.jpg,2019-20,209042,45,42,7,74,0,0,0,1,0,0,0,0,0,0,0,23,15.2,1.6,0.0,1.8,0,0.00,0.00,0.00,0.00
A.Becker,310,1,116535.jpg,2019-20,116535,60,62,122,2543,0,1,13,24,0,0,0,0,1,58,11,558,503.0,10.0,0.0,51.5,0,0.00,0.00,0.00,0.00
Alexander-Arnold,311,2,169187.jpg,2019-20,169187,70,77,210,3173,4,15,14,32,0,0,0,5,0,0,24,904,1026.8,1380.3,420.0,282.8,0,0.00,0.00,0.00,0.00
Diogo J.,317,3,194634.jpg,2019-20,194634,65,60,105,2278,7,3,10,28,0,0,0,4,0,0,12,348,457.8,453.3,1139.0,204.9,0,0.00,0.00,0.00,0.00
Elliott,319,3,444884.jpg,2019-20,444884,45,45,2,7,0,0,0,0,0,0,0,0,0,0,0,6,1.8,1.7,0.0,0.4,0,0.00,0.00,0.00,0.00
Gomez,322,2,171287.jpg,2019-20,171287,55,53,93,1999,0,0,12,16,0,0,0,7,0,0,7,461,390.6,105.7,12.0,50.9,0,0.00,0.00,0.00,0.00
Jones,324,3,206915.jpg,2019-20,206915,45,45,13,121,1,0,1,1,0,0,0,0,0,0,0,46,49.4,15.6,65.0,12.9,0,0.00,0.00,0.00,0.00
Kelleher,325,1,200720.jpg,2019-20,200720,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
M.Salah,328,3,118748.jpg,2019-20,118748,125,125,233,2879,19,10,16,26,0,0,0,1,0,0,26,661,1061.2,834.8,2156.0,405.1,0,0.00,0.00,0.00,0.00
Mac Allister,329,3,243016.jpg,2019-20,243016,55,54,12,348,0,0,0,6,0,0,0,0,0,0,0,35,28.4,73.8,66.0,16.9,0,0.00,0.00,0.00,0.00
N.Phillips,332,2,197464.jpg,2019-20,197464,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Robertson,335,2,122798.jpg,2019-20,122798,70,70,181,3111,2,12,13,31,0,0,0,2,0,0,20,847,845.8,980.2,389.0,221.7,0,0.00,0.00,0.00,0.00
Virgil,339,2,97032.jpg,2019-20,97032,65,65,178,3420,5,2,15,33,0,0,0,1,0,0,14,804,930.2,152.4,467.0,154.8,0,0.00,0.00,0.00,0.00
Aké,341,2,126184.jpg,2019-20,126184,50,48,79,2503,2,2,4,46,0,0,0,2,0,0,6,499,691.2,92.7,326.0,111.0,0,0.00,0.00,0.00,0.00
Bernardo,342,3,165809.jpg,2019-20,165809,80,76,116,2021,6,7,9,24,0,0,0,5,0,0,7,526,626.2,773.2,927.0,232.5,0,0.00,0.00,0.00,0.00
Carson,344,1,17601.jpg,2019-20,17601,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
De Bruyne,345,3,61366.jpg,2019-20,61366,95,106,251,2790,13,23,18,22,0,0,0,3,0,0,35,988,1322.2,1990.8,1005.0,432.1,0,0.00,0.00,0.00,0.00
Ederson M.,347,1,121160.jpg,2019-20,121160,60,61,133,3071,0,0,16,31,0,0,0,3,1,68,2,645,608.6,16.0,0.0,62.3,0,0.00,0.00,0.00,0.00
Foden,348,3,209244.jpg,2019-20,209244,55,55,69,888,5,2,4,7,0,0,0,0,0,0,4,261,312.2,301.6,466.0,108.1,0,0.00,0.00,0.00,0.00
Grealish,349,3,114283.jpg,2019-20,114283,60,59,149,3233,8,7,7,63,0,0,1,8,0,0,19,601,826.6,1209.2,837.0,287.0,0,0.00,0.00,0.00,0.00
