WEB_NAME,PLAYER_ID,POS_ID,PHOTO,SEASON_NAME,ELEMENT_CODE,START_COST,END_COST,TOTAL_POINTS,MINUTES,GOALS_SCORED,ASSISTS,CLEAN_SHEETS,GOALS_CONCEDED,OWN_GOALS,PENALTIES_SAVED,PENALTIES_MISSED,YELLOW_CARDS,RED_CARDS,SAVES,BONUS,BPS,INFLUENCE,CREATIVITY,THREAT,ICT_INDEX,STARTS,EXPECTED_GOALS,EXPECTED_ASSISTS,EXPECTED_GOAL_INVOLVEMENTS,EXPECTED_GOALS_CONCEDED
Chukwuemeka,161,3,478912.jpg,2021-22,478912,45,45,16,291,0,1,0,6,0,0,0,0,0,0,0,43,44.0,34.6,69.0,14.9,0,0.00,0.00,0.00,0.00
Cucurella,163,2,179268.jpg,2021-22,179268,50,49,126,3089,1,1,11,39,0,0,0,6,0,0,21,673,679.8,700.8,207.0,159.1,0,0.00,0.00,0.00,0.00
Dewsbury-Hall,166,3,215413.jpg,2021-22,215413,45,44,70,2101,1,2,8,27,0,0,0,4,0,0,4,337,377.6,505.6,221.0,110.6,0,0.00,0.00,0.00,0.00
Gallagher,169,3,232787.jpg,2021-22,232787,55,60,140,2843,8,6,11,38,0,0,0,10,0,0,16,469,673.8,635.9,672.0,197.9,0,0.00,0.00,0.00,0.00
Arrizabalaga,152,1,109745.jpg,2021-22,109745,50,45,19,360,0,0,2,2,0,0,0,0,0,11,1,89,95.6,0.0,0.0,9.6,0,0.00,0.00,0.00,0.00
Ajer,86,2,191866.jpg,2021-22,191866,45,44,81,1995,1,3,8,32,0,0,0,5,0,0,5,384,390.0,124.2,184.0,70.0,0,0.00,0.00,0.00,0.00
Collins,88,2,432830.jpg,2021-22,432830,45,43,55,1670,2,0,5,26,0,0,0,2,1,0,1,272,436.0,78.2,254.0,77.0,0,0.00,0.00,0.00,0.00
Dasilva,90,3,183656.jpg,2021-22,183656,55,53,7,250,0,0,0,6,0,0,0,0,1,0,0,27,30.2,41.2,30.0,10.0,0,0.00,0.00,0.00,0.00
Henry,92,2,194010.jpg,2021-22,194010,45,45,108,2775,3,0,9,41,0,0,0,2,0,0,4,453,451.0,325.4,235.0,101.0,0,0.00,0.00,0.00,0.00
Janelt,94,3,204580.jpg,2021-22,204580,50,49,90,2295,4,0,9,37,0,0,0,3,0,0,8,343,460.6,331.1,400.0,119.0,0,0.00,0.00,0.00,0.00
Jensen,95,3,207283.jpg,2021-22,207283,50,49,54,1590,0,1,3,30,0,0,0,0,0,0,2,246,253.2,540.6,198.0,99.3,0,0.00,0.00,0.00,0.00
Mbeumo,99,3,446008.jpg,2021-22,446008,55,52,119,2905,4,7,9,47,0,0,0,4,0,0,6,310,459.8,520.6,967.0,193.7,0,0.00,0.00,0.00,0.00
Mee,100,2,51927.jpg,2021-22,51927,50,46,74,1839,3,0,6,25,1,0,0,3,0,0,3,325,463.8,63.4,238.0,76.6,0,0.00,0.00,0.00,0.00
Nørgaard,101,3,128295.jpg,2021-22,128295,50,50,101,3054,3,4,8,51,0,0,0,8,0,0,5,502,694.8,409.8,434.0,154.3,0,0.00,0.00,0.00,0.00
Onyeka,102,3,428580.jpg,2021-22,428580,50,49,35,1040,0,2,3,19,0,0,0,4,0,0,0,117,93.0,73.5,174.0,33.7,0,0.00,0.00,0.00,0.00
Peart-Harris,103,3,450539.jpg,2021-22,450539,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
G.Jesus,2,4,205651.jpg,2021-22,205651,85,86,120,1871,8,8,11,15,0,0,0,1,0,0,16,488,567.4,530.9,1126.0,222.3,0,0.00,0.00,0.00,0.00
Gabriel,3,2,226597.jpg,2021-22,226597,50,53,146,3063,5,0,13,38,0,0,0,6,1,0,16,682,746.8,131.6,470.0,134.7,0,0.00,0.00,0.00,0.00
Havertz,4,4,219847.jpg,2021-22,219847,85,79,112,1802,8,4,10,18,0,0,0,3,0,0,5,271,461.2,329.5,939.0,171.9,0,0.00,0.00,0.00,0.00
Hein,5,1,463748.jpg,2021-22,463748,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Jorginho,7,3,85955.jpg,2021-22,85955,60,57,106,2271,6,2,12,16,0,0,1,5,0,0,11,519,605.8,429.3,214.0,125.1,0,0.00,0.00,0.00,0.00
Martinelli,9,3,444145.jpg,2021-22,444145,55,53,110,1855,6,7,7,25,0,0,0,1,1,0,6,345,475.8,483.3,786.0,174.7,0,0.00,0.00,0.00,0.00
Ødegaard,13,3,184029.jpg,2021-22,184029,55,56,131,2782,7,4,11,39,0,0,0,4,0,0,9,541,676.6,1073.2,639.0,238.2,0,0.00,0.00,0.00,0.00
Raya,15,1,154561.jpg,2021-22,154561,45,44,95,2160,0,0,8,27,0,0,0,1,0,78,5,496,593.4,10.0,0.0,60.1,0,0.00,0.00,0.00,0.00
Rice,16,3,204480.jpg,2021-22,204480,50,50,95,3178,1,4,8,49,0,0,0,8,0,0,7,595,773.4,401.8,288.0,146.8,0,0.00,0.00,0.00,0.00
Saka,17,3,223340.jpg,2021-22,223340,65,67,179,2978,11,9,13,39,0,0,0,6,0,0,18,566,790.4,977.8,1434.0,320.0,0,0.00,0.00,0.00,0.00
Saliba,18,2,462424.jpg,2021-22,462424,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Thomas,20,3,167199.jpg,2021-22,167199,50,50,71,2027,2,2,10,25,0,0,0,6,0,0,4,345,359.6,275.5,394.0,103.0,0,0.00,0.00,0.00,0.00
Tierney,21,2,192895.jpg,2021-22,192895,50,49,106,1916,1,3,11,21,0,0,0,0,0,0,11,454,365.2,335.9,198.0,90.1,0,0.00,0.00,0.00,0.00
Tomiyasu,22,2,223723.jpg,2021-22,223723,45,45,75,1680,0,1,9,20,0,0,0,2,0,0,5,344,312.4,240.9,110.0,66.4,0,0.00,0.00,0.00,0.00
Trossard,23,3,116216.jpg,2021-22,116216,65,59,141,2803,8,4,11,33,0,0,0,2,0,0,16,465,627.6,708.3,1020.0,235.4,0,0.00,0.00,0.00,0.00
White,24,2,198869.jpg,2021-22,198869,45,46,107,2880,0,0,13,35,1,0,0,3,0,0,9,557,592.8,182.3,150.0,92.5,0,0.00,0.00,0.00,0.00
Zinchenko,25,2,206325.jpg,2021-22,206325,55,53,59,1044,0,4,5,9,0,0,0,0,0,0,4,284,259.4,282.1,111.0,65.4,0,0.00,0.00,0.00,0.00
Sterling,186,3,103955.jpg,2021-22,103955,110,105,163,2121,13,7,13,17,0,0,1,1,0,0,15,468,730.8,613.2,1188.0,253.4,0,0.00,0.00,0.00,0.00
Oulad M'hand,638,3,498046.jpg,2021-22,498046,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Bailey,28,3,215711.jpg,2021-22,215711,65,63,37,750,1,3,2,13,0,0,0,3,0,0,1,98,143.2,118.5,271.0,53.2,0,0.00,0.00,0.00,0.00
Barkley,29,3,88894.jpg,2021-22,88894,55,52,14,174,1,0,1,2,0,0,0,0,0,0,1,43,61.4,117.7,87.0,26.7,0,0.00,0.00,0.00,0.00
Buendia,31,3,195546.jpg,2021-22,195546,65,61,107,1887,4,6,7,32,0,0,0,1,0,0,8,378,482.8,660.5,531.0,167.8,0,0.00,0.00,0.00,0.00
Cash,32,2,199796.jpg,2021-22,199796,50,53,147,3377,4,3,13,50,0,0,0,8,0,0,11,623,754.8,432.1,534.0,172.1,0,0.00,0.00,0.00,0.00
Dendoncker,33,3,151589.jpg,2021-22,151589,50,46,76,1945,2,3,5,29,0,0,0,4,0,0,5,308,348.6,180.0,279.0,80.9,0,0.00,0.00,0.00,0.00
Gündogan,625,3,59859.jpg,2021-22,59859,75,71,124,1851,8,5,14,10,0,0,0,1,0,0,10,488,549.2,613.8,798.0,196.3,0,0.00,0.00,0.00,0.00
Amad,364,3,493250.jpg,2021-22,493250,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
B.Fernandes,366,3,141746.jpg,2021-22,141746,120,116,151,3110,10,7,8,54,0,0,2,10,0,0,15,626,906.6,1291.9,910.0,311.2,0,0.00,0.00,0.00,0.00
Dalot,369,2,216051.jpg,2021-22,216051,45,42,54,1797,0,0,5,29,0,0,0,4,0,0,5,382,411.0,286.1,126.0,82.2,0,0.00,0.00,0.00,0.00
Eriksen,370,3,80607.jpg,2021-22,80607,55,56,43,938,1,4,4,10,0,0,0,1,0,0,2,221,285.6,482.4,192.0,95.8,0,0.00,0.00,0.00,0.00
Evans,371,2,37642.jpg,2021-22,37642,55,54,39,1346,1,1,2,23,0,0,0,3,0,0,0,257,355.6,57.6,75.0,48.8,0,0.00,0.00,0.00,0.00
Garnacho,372,3,493105.jpg,2021-22,493105,45,45,2,12,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.3,0.0,0.0,0,0.00,0.00,0.00,0.00
Hannibal,373,3,465527.jpg,2021-22,465527,45,45,1,67,0,0,0,2,0,0,0,2,0,0,0,-2,4.2,4.4,9.0,1.7,0,0.00,0.00,0.00,0.00
Heaton,374,1,21205.jpg,2021-22,21205,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Lindelof,376,2,184667.jpg,2021-22,184667,50,48,66,2353,0,2,6,47,0,0,0,4,0,0,4,471,449.0,76.3,66.0,59.3,0,0.00,0.00,0.00,0.00
Maguire,377,2,95658.jpg,2021-22,95658,55,54,69,2513,1,0,7,43,1,0,0,7,1,0,4,451,571.0,77.2,316.0,96.5,0,0.00,0.00,0.00,0.00
McTominay,381,3,195851.jpg,2021-22,195851,55,54,68,2386,1,2,8,37,0,0,0,9,0,0,2,346,478.4,325.1,297.0,110.1,0,0.00,0.00,0.00,0.00
Mount,382,3,184341.jpg,2021-22,184341,75,77,169,2358,11,11,11,25,0,0,0,4,0,0,16,597,823.8,944.9,995.0,276.3,0,0.00,0.00,0.00,0.00
Rashford,385,3,176297.jpg,2021-22,176297,95,94,63,1224,4,2,2,28,0,0,0,2,0,0,0,171,233.8,155.4,406.0,79.4,0,0.00,0.00,0.00,0.00
Shaw,387,2,106760.jpg,2021-22,106760,55,50,46,1600,0,3,3,24,0,0,0,8,0,0,3,276,292.0,586.1,54.0,93.3,0,0.00,0.00,0.00,0.00
Almirón,391,3,179018.jpg,2021-22,179018,55,50,59,1706,1,0,6,32,0,0,0,2,0,0,0,228,227.2,240.9,347.0,81.8,0,0.00,0.00,0.00,0.00
Barnes,392,3,201666.jpg,2021-22,201666,70,65,137,2095,6,12,8,30,0,0,0,2,0,0,10,377,546.2,425.3,1000.0,196.8,0,0.00,0.00,0.00,0.00
Bruno G.,394,3,208706.jpg,2021-22,208706,50,50,67,1031,5,1,4,13,0,0,0,4,0,0,11,245,407.6,190.9,323.0,92.3,0,0.00,0.00,0.00,0.00
Burn,395,2,78916.jpg,2021-22,78916,45,44,92,2461,1,1,9,30,0,0,0,8,0,0,6,454,594.0,83.8,264.0,94.0,0,0.00,0.00,0.00,0.00
Dúbravka,396,1,67089.jpg,2021-22,67089,45,44,96,2340,0,0,8,35,0,0,0,1,0,73,9,465,590.8,20.0,0.0,61.1,0,0.00,0.00,0.00,0.00
Gordon,398,3,232826.jpg,2021-22,232826,45,47,100,2277,4,3,7,40,0,0,0,4,0,0,9,325,460.4,523.0,632.0,161.6,0,0.00,0.00,0.00,0.00
Hall,399,2,487838.jpg,2021-22,487838,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Hayden,400,3,153127.jpg,2021-22,153127,45,45,28,1000,1,0,0,25,0,0,0,5,0,0,3,124,187.6,33.6,66.0,28.3,0,0.00,0.00,0.00,0.00
J.Murphy,402,3,114243.jpg,2021-22,114243,50,46,62,1457,1,4,2,35,0,0,0,4,0,0,0,215,267.8,282.0,281.0,82.8,0,0.00,0.00,0.00,0.00
Joelinton,403,3,180974.jpg,2021-22,180974,60,59,83,2554,4,2,7,46,0,0,0,8,0,0,7,323,529.6,386.6,583.0,149.5,0,0.00,0.00,0.00,0.00
Krafth,405,2,111773.jpg,2021-22,111773,45,43,58,1636,0,1,6,20,0,0,0,5,0,0,3,262,270.4,102.7,54.0,42.9,0,0.00,0.00,0.00,0.00
Lascelles,407,2,101148.jpg,2021-22,101148,45,44,47,2055,1,1,3,44,2,0,0,5,0,0,2,284,418.4,46.4,280.0,74.2,0,0.00,0.00,0.00,0.00
Lewis,408,2,194799.jpg,2021-22,194799,45,42,10,261,0,0,1,4,0,0,0,1,0,0,0,39,39.4,13.8,2.0,5.6,0,0.00,0.00,0.00,0.00
Livramento,409,2,441191.jpg,2021-22,441191,40,42,80,2200,1,2,7,42,0,0,0,2,0,0,7,440,437.2,327.4,221.0,98.8,0,0.00,0.00,0.00,0.00
Longstaff,410,3,180135.jpg,2021-22,180135,45,43,48,1458,1,1,2,29,0,0,0,1,0,0,1,206,246.0,116.6,93.0,45.7,0,0.00,0.00,0.00,0.00
Pope,413,1,98747.jpg,2021-22,98747,55,53,130,3240,0,0,9,47,0,0,0,1,0,120,12,683,902.8,20.0,0.0,92.4,0,0.00,0.00,0.00,0.00
Ruddy,414,1,19236.jpg,2021-22,19236,45,43,3,135,0,0,0,3,0,0,0,0,0,4,0,20,34.2,0.0,0.0,3.4,0,0.00,0.00,0.00,0.00
Schär,415,2,119471.jpg,2021-22,119471,45,41,88,2158,2,2,6,32,0,0,0,4,0,0,10,383,465.2,115.9,234.0,81.7,0,0.00,0.00,0.00,0.00
Targett,416,2,169359.jpg,2021-22,169359,50,47,101,2871,1,2,9,47,1,0,0,3,0,0,7,530,587.4,635.1,184.0,140.7,0,0.00,0.00,0.00,0.00
Trippier,418,2,77794.jpg,2021-22,77794,50,49,28,429,2,0,1,5,0,0,0,0,0,0,3,101,164.8,128.3,14.0,30.8,0,0.00,0.00,0.00,0.00
White,419,3,461484.jpg,2021-22,461484,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Willock,420,3,200089.jpg,2021-22,200089,60,53,79,2037,2,3,6,37,0,0,0,0,0,0,3,248,320.4,243.2,449.0,101.3,0,0.00,0.00,0.00,0.00
Wilson,421,4,75115.jpg,2021-22,75115,75,71,75,1386,8,0,3,32,0,0,0,4,0,0,14,220,319.8,127.3,494.0,92.4,0,0.00,0.00,0.00,0.00
Anderson,423,3,215379.jpg,2021-22,215379,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Boly,425,2,90585.jpg,2021-22,90585,50,49,17,900,0,0,1,20,0,0,0,1,0,0,0,165,195.4,18.1,29.0,24.3,0,0.00,0.00,0.00,0.00
Dennis,430,4,230251.jpg,2021-22,230251,50,58,134,2579,10,7,3,60,0,0,0,7,1,0,21,425,667.6,453.4,932.0,205.2,0,0.00,0.00,0.00,0.00
Elanga,432,3,449434.jpg,2021-22,449434,50,48,59,1208,2,3,4,17,0,0,0,0,0,0,2,193,206.2,172.1,303.0,68.2,0,0.00,0.00,0.00,0.00
Gibbs-White,433,3,222531.jpg,2021-22,222531,45,45,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.7,24.0,2.1,0,0.00,0.00,0.00,0.00
James,172,2,225796.jpg,2021-22,225796,55,65,141,1863,5,9,7,22,1,0,0,4,1,0,26,573,605.2,733.4,440.0,178.0,0,0.00,0.00,0.00,0.00
Lavia,174,3,514356.jpg,2021-22,514356,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Lukaku,175,4,66749.jpg,2021-22,66749,115,114,87,1583,8,1,7,14,0,0,0,1,0,0,12,310,367.0,303.3,704.0,137.2,0,0.00,0.00,0.00,0.00
M.Sarr,176,2,204727.jpg,2021-22,204727,50,49,30,544,0,0,4,7,0,0,0,2,0,0,4,141,118.4,60.4,1.0,17.9,0,0.00,0.00,0.00,0.00
Palmer,182,3,244851.jpg,2021-22,244851,45,45,9,121,0,1,1,0,0,0,0,0,0,0,0,29,11.0,30.8,60.0,10.2,0,0.00,0.00,0.00,0.00
Sánchez,185,1,215059.jpg,2021-22,215059,45,45,126,3330,0,0,11,42,0,0,0,3,1,101,8,679,811.0,30.0,0.0,84.0,0,0.00,0.00,0.00,0.00
W.Fofana,189,2,444463.jpg,2021-22,444463,45,43,17,630,0,0,1,7,0,0,0,2,0,0,2,112,131.4,30.1,32.0,19.4,0,0.00,0.00,0.00,0.00
Sancho,386,3,209243.jpg,2021-22,209243,95,89,91,1894,3,4,6,28,0,0,0,0,0,0,9,362,363.2,596.7,549.0,150.9,0,0.00,0.00,0.00,0.00
Neto,560,3,247632.jpg,2021-22,247632,65,62,22,459,1,1,0,14,0,0,0,3,0,0,0,88,103.4,205.1,219.0,52.6,0,0.00,0.00,0.00,0.00
Nketiah,11,4,205533.jpg,2021-22,205533,55,57,55,823,5,1,0,18,0,0,0,3,0,0,6,194,249.2,165.2,408.0,82.1,0,0.00,0.00,0.00,0.00
Chalobah,159,2,180736.jpg,2021-22,180736,50,47,99,1447,3,1,9,9,0,0,0,2,0,0,11,396,405.8,105.8,151.0,66.1,0,0.00,0.00,0.00,0.00
Clyne,196,2,57328.jpg,2021-22,57328,45,43,59,1351,0,1,6,12,0,0,0,1,0,0,4,264,181.0,99.1,17.0,29.9,0,0.00,0.00,0.00,0.00
Eze,199,3,232413.jpg,2021-22,232413,60,59,31,599,1,1,3,8,0,0,0,1,0,0,2,125,120.0,175.3,135.0,43.2,0,0.00,0.00,0.00,0.00
Guéhi,200,2,209036.jpg,2021-22,209036,45,45,123,3222,2,1,11,43,0,0,0,4,0,0,8,676,720.6,98.5,290.0,111.1,0,0.00,0.00,0.00,0.00
Henderson,201,1,172649.jpg,2021-22,172649,50,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Holding,202,2,156074.jpg,2021-22,156074,45,41,29,840,1,0,2,16,0,0,0,2,1,0,2,152,253.0,8.6,49.0,31.1,0,0.00,0.00,0.00,0.00
Hughes,203,3,108413.jpg,2021-22,108413,50,47,34,1050,0,2,4,16,0,0,0,6,0,0,2,164,159.0,143.0,60.0,36.3,0,0.00,0.00,0.00,0.00
Mateta,207,4,231747.jpg,2021-22,231747,55,53,61,1138,5,1,5,14,0,0,0,2,0,0,6,182,253.6,112.8,568.0,93.4,0,0.00,0.00,0.00,0.00
Matthews,209,1,169593.jpg,2021-22,169593,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Mitchell,210,2,244723.jpg,2021-22,244723,45,45,109,3101,0,2,10,43,0,0,0,1,0,0,6,561,619.2,380.5,111.0,111.1,0,0.00,0.00,0.00,0.00
Rak-Sakyi,213,3,450542.jpg,2021-22,450542,45,44,4,79,0,0,1,0,0,0,0,0,0,0,0,7,1.0,6.1,2.0,0.8,0,0.00,0.00,0.00,0.00
Schlupp,214,3,86417.jpg,2021-22,86417,55,54,86,1840,4,2,8,19,0,0,0,1,0,0,2,297,412.0,249.8,486.0,114.9,0,0.00,0.00,0.00,0.00
Ward,215,2,55494.jpg,2021-22,55494,45,45,73,2486,0,0,9,37,0,0,0,8,0,0,2,422,455.8,132.5,64.0,65.4,0,0.00,0.00,0.00,0.00
I.Sarr,585,3,232185.jpg,2021-22,232185,60,57,81,1862,5,2,2,40,0,0,1,2,0,0,9,217,342.4,298.1,540.0,118.0,0,0.00,0.00,0.00,0.00
