WEB_NAME,PLAYER_ID,POS_ID,PHOTO,SEASON_NAME,ELEMENT_CODE,START_COST,END_COST,TOTAL_POINTS,MINUTES,GOALS_SCORED,ASSISTS,CLEAN_SHEETS,GOALS_CONCEDED,OWN_GOALS,PENALTIES_SAVED,PENALTIES_MISSED,YELLOW_CARDS,RED_CARDS,SAVES,BONUS,BPS,INFLUENCE,CREATIVITY,THREAT,ICT_INDEX,STARTS,EXPECTED_GOALS,EXPECTED_ASSISTS,EXPECTED_GOAL_INVOLVEMENTS,EXPECTED_GOALS_CONCEDED
Pope,413,1,98747.jpg,2018-19,98747,50,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Ruddy,414,1,19236.jpg,2018-19,19236,45,42,7,90,0,0,1,0,0,0,0,0,0,3,0,25,26.6,0.0,0.0,2.7,0,0.00,0.00,0.00,0.00
Schär,415,2,119471.jpg,2018-19,119471,50,45,93,2000,4,1,7,23,0,0,0,12,0,0,9,403,669.4,148.6,220.0,103.8,0,0.00,0.00,0.00,0.00
Targett,416,2,169359.jpg,2018-19,169359,45,42,36,1185,1,3,0,25,0,0,0,2,0,0,3,229,314.2,366.8,181.0,86.2,0,0.00,0.00,0.00,0.00
Trippier,418,2,77794.jpg,2018-19,77794,60,60,118,2275,1,5,10,23,1,0,0,2,0,0,16,573,601.6,827.0,121.0,155.0,0,0.00,0.00,0.00,0.00
Willock,420,3,200089.jpg,2018-19,200089,45,45,4,63,0,0,1,1,0,0,0,0,0,0,0,4,1.0,2.5,23.0,2.7,0,0.00,0.00,0.00,0.00
Wilson,421,4,75115.jpg,2018-19,75115,60,69,168,2528,14,12,9,47,0,0,1,3,0,0,22,525,737.8,388.4,1137.0,225.0,0,0.00,0.00,0.00,0.00
Boly,425,2,90585.jpg,2018-19,90585,45,47,120,3168,4,0,8,43,0,0,0,2,1,0,10,635,954.2,146.9,279.0,137.7,0,0.00,0.00,0.00,0.00
Gibbs-White,433,3,222531.jpg,2018-19,222531,45,43,37,645,0,1,4,12,0,0,0,1,0,0,0,113,73.2,181.1,72.0,32.5,0,0.00,0.00,0.00,0.00
Lukaku,175,4,66749.jpg,2018-19,66749,110,107,115,2126,12,1,4,38,0,0,0,4,0,0,14,361,550.6,330.2,1052.0,193.5,0,0.00,0.00,0.00,0.00
Nketiah,11,4,205533.jpg,2018-19,205533,50,50,10,63,1,0,0,3,0,0,0,0,0,0,1,36,40.8,14.7,59.0,11.4,0,0.00,0.00,0.00,0.00
Clyne,196,2,57328.jpg,2018-19,57328,50,44,34,1250,0,1,3,26,0,0,0,2,0,0,0,201,199.4,100.2,72.0,36.9,0,0.00,0.00,0.00,0.00
Guéhi,200,2,209036.jpg,2018-19,209036,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Holding,202,2,156074.jpg,2018-19,156074,45,43,24,806,0,0,1,10,0,0,0,1,0,0,5,148,187.8,28.7,14.0,23.2,0,0.00,0.00,0.00,0.00
Hughes,203,3,108413.jpg,2018-19,108413,50,49,87,2419,2,4,7,39,0,0,0,5,0,0,5,320,429.2,416.0,451.0,129.6,0,0.00,0.00,0.00,0.00
Lerma,206,3,152551.jpg,2018-19,152551,45,45,75,2505,2,2,9,49,1,0,0,12,0,0,6,410,539.6,245.8,174.0,96.2,0,0.00,0.00,0.00,0.00
Schlupp,214,3,86417.jpg,2018-19,86417,45,43,91,1660,4,3,4,26,0,0,0,1,0,0,3,301,385.2,240.5,430.0,105.7,0,0.00,0.00,0.00,0.00
Ward,215,2,55494.jpg,2018-19,55494,45,43,13,551,1,0,0,14,0,0,0,1,0,0,0,68,131.8,28.9,43.0,20.5,0,0.00,0.00,0.00,0.00
A.Doucoure,217,3,121599.jpg,2018-19,121599,60,58,124,3061,5,7,5,56,1,0,0,7,0,0,14,550,735.6,544.1,709.0,198.9,0,0.00,0.00,0.00,0.00
Calvert-Lewin,220,4,177815.jpg,2018-19,177815,55,54,92,1769,6,5,8,26,0,0,0,3,0,0,3,267,321.8,185.7,618.0,111.5,0,0.00,0.00,0.00,0.00
Coleman,221,2,59949.jpg,2018-19,59949,55,52,125,2558,2,2,13,30,1,0,0,1,0,0,12,548,515.2,387.3,274.0,117.6,0,0.00,0.00,0.00,0.00
Gana,222,3,80801.jpg,2018-19,80801,50,47,78,2821,0,2,13,31,0,0,0,6,0,0,0,472,629.2,311.3,168.0,111.1,0,0.00,0.00,0.00,0.00
Garner,223,3,232928.jpg,2018-19,232928,45,45,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Holgate,225,2,194164.jpg,2018-19,194164,45,43,5,407,0,0,0,9,0,0,0,1,0,0,0,61,92.2,5.0,2.0,9.9,0,0.00,0.00,0.00,0.00
Keane,228,2,106611.jpg,2018-19,106611,50,48,129,2970,1,2,13,39,0,0,0,2,0,0,15,642,740.2,101.2,326.0,117.2,0,0.00,0.00,0.00,0.00
McNeil,230,3,433154.jpg,2018-19,433154,45,44,75,1590,3,4,5,25,0,0,0,2,0,0,6,305,405.2,442.8,279.0,112.5,0,0.00,0.00,0.00,0.00
Pickford,235,1,111234.jpg,2018-19,111234,50,49,161,3420,0,0,14,46,0,3,0,1,0,94,13,706,776.4,10.0,0.0,78.5,0,0.00,0.00,0.00,0.00
Tarkowski,236,2,17761.jpg,2018-19,17761,50,47,97,3086,3,2,7,63,0,0,0,8,0,0,7,524,1023.2,69.8,450.0,154.5,0,0.00,0.00,0.00,0.00
Young,238,2,18892.jpg,2018-19,18892,60,57,73,2568,2,3,4,44,0,0,0,8,1,0,4,450,554.4,650.5,124.0,133.0,0,0.00,0.00,0.00,0.00
Begovic,624,1,40349.jpg,2018-19,40349,45,43,63,2160,0,0,5,47,0,0,0,0,0,59,4,363,440.6,0.0,0.0,44.2,0,0.00,0.00,0.00,0.00
Nelson,10,3,200641.jpg,2018-19,200641,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Smith Rowe,19,3,209289.jpg,2018-19,209289,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Adama,239,3,159533.jpg,2018-19,159533,55,51,44,884,1,1,1,13,0,0,0,1,0,0,2,182,223.4,271.3,265.0,75.8,0,0.00,0.00,0.00,0.00
Andreas,240,3,156689.jpg,2018-19,156689,50,45,27,590,1,1,1,13,0,0,0,5,0,0,2,115,132.8,139.5,67.0,33.8,0,0.00,0.00,0.00,0.00
Cairney,243,3,76357.jpg,2018-19,76357,50,46,71,2188,1,1,5,51,0,0,0,0,0,0,3,389,358.0,586.7,199.0,114.5,0,0.00,0.00,0.00,0.00
Diop,245,2,219924.jpg,2018-19,219924,45,42,87,2970,1,0,7,43,1,0,0,4,0,0,6,561,733.0,52.3,162.0,94.8,0,0.00,0.00,0.00,0.00
Iwobi,247,3,153133.jpg,2018-19,153133,55,54,99,1961,3,8,4,32,0,0,0,0,0,0,3,382,469.0,596.7,646.0,171.1,0,0.00,0.00,0.00,0.00
Leno,248,1,80201.jpg,2018-19,80201,50,49,106,2835,0,0,6,42,0,0,0,0,0,105,5,568,807.2,0.0,0.0,80.5,0,0.00,0.00,0.00,0.00
Raúl,252,4,102057.jpg,2018-19,102057,55,69,181,3112,13,10,12,40,0,0,0,4,0,0,31,602,788.8,648.5,1428.0,285.4,0,0.00,0.00,0.00,0.00
Ream,253,2,82514.jpg,2018-19,82514,45,42,50,2046,0,0,5,49,0,0,0,1,0,0,4,349,331.6,46.3,3.0,38.3,0,0.00,0.00,0.00,0.00
Sessegnon,579,2,184349.jpg,2018-19,184349,65,60,94,2291,2,7,3,60,0,0,0,0,0,0,3,295,410.4,468.3,438.0,132.0,0,0.00,0.00,0.00,0.00
Johnson,275,2,222018.jpg,2018-19,222018,40,40,2,62,0,0,0,1,0,0,0,0,0,0,0,6,7.8,0.4,0.0,0.8,0,0.00,0.00,0.00,0.00
Muric,568,1,232917.jpg,2018-19,232917,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
J.Ayew,192,3,80146.jpg,2018-19,80146,60,57,46,1176,1,3,5,13,0,0,0,3,0,0,2,114,140.2,207.3,421.0,76.7,0,0.00,0.00,0.00,0.00
Choudhury,287,3,197469.jpg,2018-19,197469,45,43,20,593,0,0,4,4,0,0,0,0,0,0,0,80,119.6,73.7,51.0,24.6,0,0.00,0.00,0.00,0.00
Coady,288,2,94147.jpg,2018-19,94147,45,45,94,3420,0,0,9,46,3,0,0,5,0,0,6,585,593.2,26.2,0.0,61.8,0,0.00,0.00,0.00,0.00
De Cordova-Reid,290,3,96994.jpg,2018-19,96994,55,52,80,1413,5,3,4,30,0,0,0,0,0,0,9,276,296.6,224.4,392.0,91.0,0,0.00,0.00,0.00,0.00
Ndidi,300,3,203341.jpg,2018-19,203341,50,49,89,3295,2,0,9,47,0,0,0,8,0,0,4,571,726.0,342.4,346.0,141.6,0,0.00,0.00,0.00,0.00
Ricardo,302,2,111931.jpg,2018-19,111931,50,53,146,3123,2,8,10,45,0,0,0,7,0,0,22,693,889.0,517.6,430.0,183.7,0,0.00,0.00,0.00,0.00
Vardy,306,4,101668.jpg,2018-19,101668,90,90,174,2726,18,5,11,36,0,0,1,3,1,0,31,598,822.0,419.9,1206.0,244.6,0,0.00,0.00,0.00,0.00
Vestergaard,307,2,93100.jpg,2018-19,93100,50,46,50,2027,0,0,4,31,0,0,0,2,0,0,0,396,576.6,76.6,104.0,75.9,0,0.00,0.00,0.00,0.00
Ward,308,1,95463.jpg,2018-19,95463,45,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Winks,309,3,157668.jpg,2018-19,157668,55,55,53,1589,1,0,6,17,0,0,0,4,0,0,3,275,268.2,168.6,71.0,50.7,0,0.00,0.00,0.00,0.00
Skipp,501,3,209042.jpg,2018-19,209042,45,45,12,214,0,0,2,1,0,0,0,0,0,0,0,40,35.2,20.5,12.0,7.0,0,0.00,0.00,0.00,0.00
A.Becker,310,1,116535.jpg,2018-19,116535,55,59,176,3420,0,0,21,22,0,0,0,1,0,76,9,771,677.0,0.1,0.0,67.6,0,0.00,0.00,0.00,0.00
Alexander-Arnold,311,2,169187.jpg,2018-19,169187,50,58,185,2460,1,13,16,14,0,0,0,3,0,0,25,753,734.4,837.4,276.0,184.7,0,0.00,0.00,0.00,0.00
Diogo J.,317,3,194634.jpg,2018-19,194634,65,63,139,2352,9,8,10,29,0,0,0,11,0,0,13,386,559.6,402.5,888.0,185.0,0,0.00,0.00,0.00,0.00
Elliott,319,3,444884.jpg,2018-19,444884,40,40,2,18,0,0,0,1,0,0,0,0,0,0,0,7,3.8,1.7,17.0,2.2,0,0.00,0.00,0.00,0.00
Gomez,322,2,171287.jpg,2018-19,171287,50,48,55,1059,0,0,7,4,0,0,0,2,0,0,2,268,209.8,92.1,44.0,34.7,0,0.00,0.00,0.00,0.00
Jones,324,3,206915.jpg,2018-19,206915,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
M.Salah,328,3,118748.jpg,2018-19,118748,130,132,259,3254,22,12,21,20,0,0,0,1,0,0,18,687,1186.8,973.9,2168.0,432.7,0,0.00,0.00,0.00,0.00
Robertson,335,2,122798.jpg,2018-19,122798,60,67,213,3216,0,12,21,20,0,0,0,4,0,0,29,906,748.8,767.2,318.0,183.6,0,0.00,0.00,0.00,0.00
Virgil,339,2,97032.jpg,2018-19,97032,60,67,208,3384,4,4,20,22,0,0,0,1,0,0,22,932,993.6,111.1,455.0,156.1,0,0.00,0.00,0.00,0.00
Aké,341,2,126184.jpg,2018-19,126184,50,51,120,3411,4,1,10,70,0,0,0,3,0,0,8,716,1002.0,125.9,440.0,156.8,0,0.00,0.00,0.00,0.00
Bernardo,342,3,165809.jpg,2018-19,165809,75,78,154,2849,7,8,15,22,0,0,0,3,0,0,17,649,796.4,1026.3,1069.0,289.6,0,0.00,0.00,0.00,0.00
De Bruyne,345,3,61366.jpg,2018-19,61366,100,96,59,968,2,3,6,3,0,0,0,2,0,0,8,268,301.4,562.3,317.0,117.9,0,0.00,0.00,0.00,0.00
Ederson M.,347,1,121160.jpg,2018-19,121160,55,57,169,3420,0,1,20,23,0,0,0,2,0,58,6,700,535.2,33.0,0.0,56.8,0,0.00,0.00,0.00,0.00
Foden,348,3,209244.jpg,2018-19,209244,50,45,25,328,1,0,2,0,0,0,0,0,0,0,3,93,85.0,133.8,208.0,42.6,0,0.00,0.00,0.00,0.00
Kovačić,354,3,91651.jpg,2018-19,91651,60,57,64,1725,0,2,9,19,0,0,0,3,0,0,2,343,315.4,468.8,311.0,109.9,0,0.00,0.00,0.00,0.00
Stones,362,2,97299.jpg,2018-19,97299,55,52,83,1761,0,0,9,15,0,0,0,1,0,0,9,431,376.6,115.5,49.0,54.1,0,0.00,0.00,0.00,0.00
Walker,363,2,58621.jpg,2018-19,58621,65,64,150,2776,1,1,18,17,0,0,0,3,0,0,11,684,498.8,448.4,183.0,113.1,0,0.00,0.00,0.00,0.00
Doherty,543,2,87835.jpg,2018-19,87835,45,53,144,3141,4,7,8,41,1,0,0,5,0,0,12,596,758.8,547.4,711.0,201.6,0,0.00,0.00,0.00,0.00
Mario Jr.,557,3,151086.jpg,2018-19,151086,50,47,50,1612,1,2,4,37,0,0,0,5,0,0,2,270,313.0,214.7,188.0,71.6,0,0.00,0.00,0.00,0.00
Hudson-Odoi,434,3,209046.jpg,2018-19,209046,45,42,18,388,0,1,2,5,0,0,0,0,0,0,1,83,89.2,143.2,133.0,36.2,0,0.00,0.00,0.00,0.00
Wood,447,4,60689.jpg,2018-19,60689,65,63,131,2580,10,3,7,49,0,0,0,2,0,0,17,379,475.8,310.3,911.0,167.9,0,0.00,0.00,0.00,0.00
Ward-Prowse,531,3,101178.jpg,2018-19,101178,55,51,94,1940,7,0,3,41,1,0,0,4,0,0,15,390,592.0,695.8,387.0,167.4,0,0.00,0.00,0.00,0.00
Fraser,397,3,90105.jpg,2018-19,90105,55,64,181,3165,7,14,9,64,0,0,0,2,0,0,23,751,930.6,1382.4,696.0,301.2,0,0.00,0.00,0.00,0.00
Bednarek,455,2,171771.jpg,2018-19,171771,40,40,49,2150,0,1,3,37,0,0,0,7,0,0,3,365,616.0,108.8,91.0,81.9,0,0.00,0.00,0.00,0.00
Lallana,463,3,39155.jpg,2018-19,39155,70,69,23,460,0,1,3,3,0,0,0,1,0,0,0,96,85.4,139.0,113.0,33.8,0,0.00,0.00,0.00,0.00
McCarthy,469,1,58376.jpg,2018-19,58376,45,43,73,2250,0,0,4,44,0,0,0,1,0,78,6,414,585.2,0.0,0.0,58.6,0,0.00,0.00,0.00,0.00
Stephens,472,2,88900.jpg,2018-19,88900,45,42,47,1697,1,0,3,35,0,0,0,4,0,0,4,282,394.4,65.5,143.0,60.4,0,0.00,0.00,0.00,0.00
Taylor,475,2,103914.jpg,2018-19,103914,45,44,82,3240,0,1,7,64,0,0,0,2,0,0,2,505,649.4,268.5,30.0,94.9,0,0.00,0.00,0.00,0.00
Walker-Peters,476,2,158534.jpg,2018-19,158534,45,42,28,374,0,3,2,4,0,0,0,1,0,0,4,112,107.4,104.9,20.0,23.1,0,0.00,0.00,0.00,0.00
Solanke,82,4,154566.jpg,2018-19,154566,50,47,15,340,0,1,0,5,0,0,0,0,0,0,0,45,79.0,96.0,154.0,33.0,0,0.00,0.00,0.00,0.00
Bissouma,482,3,227127.jpg,2018-19,227127,50,46,43,1764,0,0,3,32,0,0,0,5,0,0,0,170,253.4,213.0,201.0,66.8,0,0.00,0.00,0.00,0.00
Davies,484,2,115556.jpg,2018-19,115556,60,56,66,1837,0,0,6,26,0,0,0,2,0,0,5,361,388.2,256.6,176.0,82.3,0,0.00,0.00,0.00,0.00
Forster,488,1,40383.jpg,2018-19,40383,45,42,2,90,0,0,0,3,0,0,0,0,0,3,0,13,22.2,0.0,0.0,2.2,0,0.00,0.00,0.00,0.00
Højbjerg,490,3,132015.jpg,2018-19,132015,45,44,90,2760,4,3,4,59,0,0,0,7,2,0,8,477,616.0,445.6,421.0,148.8,0,0.00,0.00,0.00,0.00
Maddison,494,3,172780.jpg,2018-19,172780,65,66,137,2831,7,7,8,44,0,0,1,3,1,0,12,619,801.4,1515.0,769.0,308.4,0,0.00,0.00,0.00,0.00
Richarlison,497,4,212319.jpg,2018-19,212319,65,64,153,2662,13,3,11,36,0,0,0,5,1,0,12,400,698.4,350.7,1209.0,224.5,0,0.00,0.00,0.00,0.00
Son,503,3,85971.jpg,2018-19,85971,85,86,159,2033,12,8,10,23,0,0,0,2,1,0,17,489,690.6,508.0,1002.0,219.9,0,0.00,0.00,0.00,0.00
Whiteman,510,1,175941.jpg,2018-19,175941,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Wan-Bissaka,388,2,214590.jpg,2018-19,214590,40,46,120,3134,0,3,12,47,0,0,0,4,1,0,18,672,863.4,266.8,139.0,127.1,0,0.00,0.00,0.00,0.00
Antonio,512,4,57531.jpg,2018-19,57531,70,68,118,2093,6,8,7,30,0,0,0,3,0,0,6,305,482.0,346.2,852.0,167.0,0,0.00,0.00,0.00,0.00
Cresswell,517,2,55459.jpg,2018-19,55459,55,50,34,1588,0,1,1,26,0,0,0,1,0,0,0,257,318.2,290.9,113.0,72.3,0,0.00,0.00,0.00,0.00
Emerson,520,2,109533.jpg,2018-19,109533,55,52,22,660,0,0,2,11,0,0,0,0,0,0,1,130,104.6,113.8,81.0,30.0,0,0.00,0.00,0.00,0.00
Fabianski,521,1,37096.jpg,2018-19,37096,45,47,143,3420,0,0,7,55,0,1,0,0,0,148,15,742,1136.0,20.0,0.0,115.5,0,0.00,0.00,0.00,0.00
