NAME,TEAM,POSITION,SEASON,START_COST,END_COST,TOTAL_POINTS,MINUTES,GOALS_SCORED,ASSISTS,CLEAN_SHEETS,GOALS_CONCEDED,OWN_GOALS,PENALTIES_SAVED,PENALTIES_MISSED,YELLOW_CARDS,RED_CARDS,SAVES,BONUS,BPS,INFLUENCE,CREATIVITY,THREAT,ICT_INDEX,STARTS,EXPECTED_GOALS,EXPECTED_ASSISTS,EXPECTED_GOAL_INVOLVEMENTS,EXPECTED_GOALS_CONCEDED
Ross Barkley,Aston Villa,MID,2016-17,75,70,144,2900,5,11,12,36,0,0,0,5,0,0,11,534,692.4,1237.6,973.0,290.3,0,0.00,0.00,0.00,0.00
Ilkay Gündogan,Man City,MID,2016-17,55,49,41,704,3,1,3,8,0,0,0,0,0,0,2,196,186.8,209.6,199.0,59.6,0,0.00,0.00,0.00,0.00
Christian Eriksen,Man Utd,MID,2016-17,85,89,218,3159,8,20,16,24,0,0,0,0,0,0,30,798,974.6,1679.2,1244.0,389.7,0,0.00,0.00,0.00,0.00
Jonny Evans,Man Utd,DEF,2016-17,45,44,79,2637,2,1,4,39,0,0,0,8,0,0,7,478,626.6,117.5,259.0,100.6,0,0.00,0.00,0.00,0.00
Tom Heaton,Man Utd,GKP,2016-17,45,51,149,3150,0,0,10,48,0,1,0,1,0,142,21,741,1001.6,30.3,0.0,103.2,0,0.00,0.00,0.00,0.00
Harry Maguire,Man Utd,DEF,2016-17,45,44,71,2307,2,3,4,53,0,0,0,5,0,0,5,483,707.6,157.2,439.0,130.6,0,0.00,0.00,0.00,0.00
Scott McTominay,Man Utd,MID,2016-17,45,45,3,97,0,0,1,0,0,0,0,1,0,0,0,16,22.2,19.1,17.0,5.8,0,0.00,0.00,0.00,0.00
Marcus Rashford,Man Utd,MID,2016-17,70,64,76,1712,5,3,7,15,0,0,0,3,0,0,2,287,316.2,411.4,734.0,145.5,0,0.00,0.00,0.00,0.00
Luke Shaw,Man Utd,DEF,2016-17,55,52,45,688,0,3,4,6,0,0,0,1,0,0,4,202,139.2,160.5,64.0,36.5,0,0.00,0.00,0.00,0.00
Nick Pope,Newcastle,GKP,2016-17,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Matt Targett,Newcastle,DEF,2016-17,45,41,12,373,0,0,1,4,0,0,0,0,0,0,0,80,64.6,87.9,12.0,16.5,0,0.00,0.00,0.00,0.00
Kieran Trippier,Newcastle,DEF,2016-17,50,47,51,568,0,5,3,3,0,0,0,1,0,0,7,202,183.8,185.6,35.0,40.6,0,0.00,0.00,0.00,0.00
Callum Wilson,Newcastle,FWD,2016-17,65,60,63,1361,6,1,6,25,0,0,0,0,0,0,2,170,229.0,125.7,487.0,82.2,0,0.00,0.00,0.00,0.00
Ola Aina,Nott'm Forest,DEF,2016-17,50,45,3,26,0,0,0,0,0,0,0,0,0,0,0,9,4.8,0.9,17.0,2.3,0,0.00,0.00,0.00,0.00
Romelu Lukaku Bolingoli,Chelsea,FWD,2016-17,90,101,221,3266,25,6,13,42,0,0,0,3,0,0,33,824,1171.6,701.4,1670.0,354.1,0,0.00,0.00,0.00,0.00
Tosin Adarabioyo,Chelsea,DEF,2016-17,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Nathaniel Clyne,Crystal Palace,DEF,2016-17,55,59,129,3323,0,2,12,41,0,0,0,0,0,0,13,735,512.0,716.5,294.0,152.4,0,0.00,0.00,0.00,0.00
Rob Holding,Crystal Palace,DEF,2016-17,45,41,32,810,0,0,4,8,0,0,0,3,0,0,3,171,172.0,49.2,100.0,32.2,0,0.00,0.00,0.00,0.00
Jeffrey Schlupp,Crystal Palace,MID,2016-17,50,47,47,1139,0,2,3,17,0,0,0,0,0,0,4,237,214.2,100.4,65.0,38.1,0,0.00,0.00,0.00,0.00
Joel Ward,Crystal Palace,DEF,2016-17,50,48,86,3417,0,1,7,63,0,0,0,7,0,0,7,568,608.2,263.7,129.0,100.4,0,0.00,0.00,0.00,0.00
Abdoulaye Doucouré,Everton,MID,2016-17,50,46,38,1352,1,0,4,32,0,0,0,4,0,0,0,226,179.4,178.2,254.0,61.1,0,0.00,0.00,0.00,0.00
Dominic Calvert-Lewin,Everton,FWD,2016-17,45,45,17,347,1,0,0,7,0,0,0,1,0,0,1,46,53.2,10.0,82.0,14.1,0,0.00,0.00,0.00,0.00
Séamus Coleman,Everton,DEF,2016-17,55,56,133,2316,4,4,10,28,0,0,0,3,0,0,15,548,596.0,308.9,297.0,120.3,0,0.00,0.00,0.00,0.00
Idrissa Gueye,Everton,MID,2016-17,50,50,80,2681,1,2,9,31,0,0,0,11,0,0,9,540,555.8,434.1,237.0,122.9,0,0.00,0.00,0.00,0.00
Mason Holgate,Everton,DEF,2016-17,45,41,54,1372,0,1,5,18,0,0,0,2,0,0,5,303,286.8,152.2,83.0,52.3,0,0.00,0.00,0.00,0.00
Michael Keane,Everton,DEF,2016-17,50,50,113,3150,2,1,10,49,0,0,0,4,0,0,10,619,930.8,96.7,557.0,158.6,0,0.00,0.00,0.00,0.00
Jordan Pickford,Everton,GKP,2016-17,40,42,102,2610,0,0,4,50,0,0,0,0,0,135,9,608,933.0,40.0,0.0,97.4,0,0.00,0.00,0.00,0.00
James Tarkowski,Everton,DEF,2016-17,40,40,23,568,0,0,1,11,0,0,0,1,0,0,0,111,146.2,53.4,81.0,27.5,0,0.00,0.00,0.00,0.00
Ashley Young,Everton,DEF,2016-17,55,50,26,760,0,1,4,6,0,0,0,2,0,0,1,154,147.4,167.0,61.0,37.6,0,0.00,0.00,0.00,0.00
Asmir Begovic,Everton,GKP,2016-17,50,46,2,180,0,0,0,5,0,0,0,0,0,1,0,17,13.2,0.0,0.0,1.3,0,0.00,0.00,0.00,0.00
Adama Traoré,Fulham,MID,2016-17,50,48,52,1543,0,1,6,22,0,0,0,1,0,0,2,264,283.2,320.5,176.0,77.9,0,0.00,0.00,0.00,0.00
Andreas Hoelgebaum Pereira,Fulham,MID,2016-17,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Alex Iwobi,Fulham,MID,2016-17,60,53,89,1456,3,5,9,20,0,0,0,1,0,0,8,352,326.4,467.8,592.0,138.7,0,0.00,0.00,0.00,0.00
Harrison Reed,Fulham,MID,2016-17,45,43,3,64,0,0,0,1,0,0,0,0,0,0,0,16,11.0,1.4,0.0,1.3,0,0.00,0.00,0.00,0.00
Harry Wilson,Fulham,MID,2016-17,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Freddie Ladapo,Ipswich,FWD,2016-17,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Axel Tuanzebe,Ipswich,DEF,2016-17,40,40,14,303,0,0,2,4,0,0,0,0,0,0,0,69,32.6,27.7,18.0,7.8,0,0.00,0.00,0.00,0.00
Jordan Ayew,Leicester,MID,2016-17,50,50,39,867,1,4,5,7,0,0,0,1,0,0,2,122,141.0,122.5,219.0,47.9,0,0.00,0.00,0.00,0.00
Wilfred Ndidi,Leicester,MID,2016-17,50,46,59,1521,2,3,4,28,0,0,0,0,0,0,2,288,313.6,93.8,357.0,76.4,0,0.00,0.00,0.00,0.00
Jamie Vardy,Leicester,FWD,2016-17,100,99,161,2801,13,8,7,57,0,0,0,2,1,0,24,555,629.8,450.4,955.0,202.5,0,0.00,0.00,0.00,0.00
Harry Winks,Leicester,MID,2016-17,45,45,30,494,1,1,0,6,0,0,0,1,0,0,0,141,128.0,122.1,77.0,32.8,0,0.00,0.00,0.00,0.00
Trent Alexander-Arnold,Liverpool,DEF,2016-17,45,43,8,167,0,0,0,2,0,0,0,0,0,0,0,32,32.4,20.2,48.0,10.1,0,0.00,0.00,0.00,0.00
Joe Gomez,Liverpool,DEF,2016-17,50,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Andrew Robertson,Liverpool,DEF,2016-17,45,44,73,2736,1,2,5,59,0,0,0,5,0,0,4,488,502.6,352.8,100.0,95.6,0,0.00,0.00,0.00,0.00
Virgil van Dijk,Liverpool,DEF,2016-17,55,56,75,1852,1,0,7,23,0,0,0,3,1,0,14,435,546.2,81.1,232.0,86.0,0,0.00,0.00,0.00,0.00
Nathan Aké,Man City,DEF,2016-17,45,39,55,834,3,1,3,20,0,0,0,1,0,0,8,267,373.2,55.5,147.0,57.5,0,0.00,0.00,0.00,0.00
Kevin De Bruyne,Man City,MID,2016-17,105,105,199,2877,6,21,11,34,0,0,1,4,0,0,33,825,872.4,1702.0,790.0,336.6,0,0.00,0.00,0.00,0.00
John Stones,Man City,DEF,2016-17,50,46,59,2014,0,0,4,29,0,0,0,1,0,0,4,435,441.4,78.0,174.0,69.7,0,0.00,0.00,0.00,0.00
Kyle Walker,Man City,DEF,2016-17,55,62,142,2701,0,6,14,21,0,0,0,8,0,0,18,640,564.0,570.5,264.0,140.2,0,0.00,0.00,0.00,0.00
Craig Dawson,Wolves,DEF,2016-17,50,49,102,3276,4,0,6,50,0,0,0,10,0,0,6,500,742.4,317.1,418.0,147.9,0,0.00,0.00,0.00,0.00
James Ward-Prowse,Nott'm Forest,MID,2016-17,55,50,92,1883,4,4,9,26,0,0,0,4,0,0,5,377,427.4,729.1,448.0,160.7,0,0.00,0.00,0.00,0.00
Aaron Ramsdale,Southampton,GKP,2016-17,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Ryan Fraser,Southampton,MID,2016-17,50,46,100,1764,3,9,7,32,0,0,0,3,0,0,8,345,338.4,536.5,332.0,120.7,0,0.00,0.00,0.00,0.00
Adam Lallana,Southampton,MID,2016-17,70,67,139,2338,8,7,9,32,0,0,0,3,0,0,14,543,679.4,693.0,825.0,219.5,0,0.00,0.00,0.00,0.00
Alex McCarthy,Southampton,GKP,2016-17,45,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Jack Stephens,Southampton,DEF,2016-17,40,42,60,1471,0,1,6,24,0,0,0,1,0,0,10,341,350.4,58.2,58.0,46.6,0,0.00,0.00,0.00,0.00
Dominic Solanke-Mitchell,Spurs,FWD,2016-17,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Ben Davies,Spurs,DEF,2016-17,50,50,90,1739,1,3,8,13,0,0,0,1,0,0,5,443,452.0,449.6,156.0,105.8,0,0.00,0.00,0.00,0.00
Fraser Forster,Spurs,GKP,2016-17,50,50,134,3420,0,0,14,48,0,1,0,3,0,76,4,625,553.6,10.0,0.0,56.4,0,0.00,0.00,0.00,0.00
Pierre-Emile Højbjerg,Spurs,MID,2016-17,45,42,38,1300,0,0,6,16,0,0,0,2,0,0,0,232,222.0,305.0,216.0,74.1,0,0.00,0.00,0.00,0.00
Son Heung-min,Spurs,MID,2016-17,75,72,174,2063,14,9,10,18,0,0,0,2,0,0,13,512,753.4,642.3,1161.0,255.6,0,0.00,0.00,0.00,0.00
Aaron Wan-Bissaka,West Ham,DEF,2016-17,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Michail Antonio,West Ham,FWD,2016-17,70,67,132,2433,9,8,7,43,0,0,0,4,1,0,8,410,622.4,503.1,1105.0,222.7,0,0.00,0.00,0.00,0.00
Jarrod Bowen,West Ham,MID,2016-17,45,45,8,181,0,0,0,8,0,0,0,0,0,0,0,21,3.8,17.9,36.0,5.7,0,0.00,0.00,0.00,0.00
Aaron Cresswell,West Ham,DEF,2016-17,55,51,60,2115,0,2,5,35,0,0,0,2,1,0,1,334,307.6,284.7,121.0,71.2,0,0.00,0.00,0.00,0.00
Łukasz Fabiański,West Ham,GKP,2016-17,50,48,116,3330,0,0,8,69,0,1,0,1,0,117,8,650,780.4,0.1,0.0,78.1,0,0.00,0.00,0.00,0.00
Danny Ings,West Ham,FWD,2016-17,60,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Kurt Zouma,West Ham,DEF,2016-17,55,53,15,250,0,1,0,8,0,0,0,0,0,0,3,69,60.6,13.5,4.0,7.8,0,0.00,0.00,0.00,0.00
