NAME,TEAM,POSITION,SEASON,START_COST,END_COST,TOTAL_POINTS,MINUTES,GOALS_SCORED,ASSISTS,CLEAN_SHEETS,GOALS_CONCEDED,OWN_GOALS,PENALTIES_SAVED,PENALTIES_MISSED,YELLOW_CARDS,RED_CARDS,SAVES,BONUS,BPS,INFLUENCE,CREATIVITY,THREAT,ICT_INDEX,STARTS,EXPECTED_GOALS,EXPECTED_ASSISTS,EXPECTED_GOAL_INVOLVEMENTS,EXPECTED_GOALS_CONCEDED
Benjamin White,Arsenal,DEF,2023-24,55,61,182,2987,4,5,18,26,0,0,0,8,0,0,14,776,765.8,589.4,234.0,159.0,35,1.27,3.66,4.93,24.95
Oleksandr Zinchenko,Arsenal,DEF,2023-24,50,50,104,1717,1,2,9,15,0,0,0,2,0,0,16,468,395.4,474.8,133.0,100.4,20,0.60,2.65,3.25,12.33
Norberto Murara Neto,Arsenal,GKP,2023-24,45,46,110,2880,0,0,7,55,0,1,0,5,0,113,14,592,875.2,0.0,0.0,87.5,32,0.00,0.01,0.01,49.66
Raheem Sterling,Arsenal,MID,2023-24,70,68,123,1972,8,8,5,38,0,0,0,7,0,0,8,323,502.8,473.7,747.0,172.1,22,6.39,4.33,10.72,32.83
Myles Lewis-Skelly,Arsenal,MID,2023-24,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Leon Bailey,Aston Villa,MID,2023-24,55,54,148,2063,10,11,5,32,0,0,0,5,0,0,11,482,663.2,707.1,623.0,199.1,22,6.29,7.17,13.46,36.17
Ross Barkley,Aston Villa,MID,2023-24,50,45,101,2616,5,5,2,66,0,0,0,6,0,0,4,498,687.4,622.8,379.0,168.7,30,3.91,2.73,6.64,60.84
Emiliano Buendía Stati,Aston Villa,MID,2023-24,60,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Matty Cash,Aston Villa,DEF,2023-24,45,45,64,2138,2,2,3,36,1,0,0,8,0,0,4,337,465.2,231.8,378.0,107.1,23,4.41,2.47,6.88,36.78
Leander Dendoncker,Aston Villa,MID,2023-24,50,49,20,118,1,1,0,3,0,0,0,0,0,0,3,64,59.2,3.9,37.0,10.0,1,0.73,0.01,0.74,1.58
Issa Kaboré,Man City,DEF,2023-24,40,40,34,1727,0,3,0,39,1,0,0,7,0,0,3,236,326.6,253.0,62.0,64.0,21,0.22,1.87,2.09,38.04
Amad Diallo,Man Utd,MID,2023-24,45,44,23,385,1,1,1,6,0,0,0,1,0,0,3,68,117.0,123.8,114.0,35.2,3,0.53,0.47,1.00,7.66
Antony Matheus dos Santos,Man Utd,MID,2023-24,70,68,47,1311,1,1,3,26,0,0,0,5,0,0,0,184,247.8,327.7,347.0,91.8,15,3.38,1.83,5.21,25.18
Bruno Borges Fernandes,Man Utd,MID,2023-24,85,85,166,3118,10,9,7,52,0,0,1,9,0,0,24,729,1101.6,1663.0,748.0,351.3,35,9.73,10.23,19.96,63.99
Altay Bayindir,Man Utd,GKP,2023-24,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Carlos Henrique Casimiro,Man Utd,MID,2023-24,55,53,58,1981,1,3,5,34,0,0,0,7,0,0,0,323,628.4,247.9,323.0,119.9,24,3.64,1.20,4.84,40.58
Diogo Dalot Teixeira,Man Utd,DEF,2023-24,50,52,111,3174,2,3,8,55,0,0,0,4,1,0,13,662,738.6,590.8,212.0,154.4,35,1.67,2.38,4.05,64.76
Christian Eriksen,Man Utd,MID,2023-24,60,58,48,1134,1,2,2,27,0,0,0,1,0,0,4,248,255.4,400.5,93.0,75.0,12,0.97,2.46,3.43,20.08
Jonny Evans,Man Utd,DEF,2023-24,40,40,49,1389,0,1,4,24,0,0,0,2,0,0,3,293,330.8,81.2,21.0,43.6,15,0.06,0.27,0.33,27.68
Alejandro Garnacho,Man Utd,MID,2023-24,50,50,131,2564,7,7,8,39,0,0,0,4,0,0,7,372,527.2,616.8,1103.0,224.3,30,8.23,2.81,11.04,51.56
Hannibal Mejbri,Man Utd,MID,2023-24,45,43,11,131,1,0,1,1,0,0,0,1,0,0,0,34,48.2,29.8,13.0,9.0,1,0.03,0.48,0.51,3.48
Tom Heaton,Man Utd,GKP,2023-24,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Rasmus Højlund,Man Utd,FWD,2023-24,70,71,112,2156,10,2,6,35,0,0,0,2,0,0,14,362,480.6,345.8,648.0,147.0,25,6.97,0.96,7.93,40.64
Victor Lindelöf,Man Utd,DEF,2023-24,45,45,62,1328,1,1,5,16,0,0,0,2,0,0,7,291,263.8,125.9,105.0,49.6,14,0.69,0.43,1.12,25.99
Harry Maguire,Man Utd,DEF,2023-24,45,43,73,1650,2,4,4,29,0,0,0,3,0,0,6,351,493.4,90.9,192.0,77.7,18,1.94,0.97,2.91,36.68
Kobbie Mainoo,Man Utd,MID,2023-24,45,44,77,1927,3,1,7,31,0,0,0,3,0,0,8,327,413.4,256.7,134.0,80.6,24,0.87,1.35,2.22,42.97
Tyrell Malacia,Man Utd,DEF,2023-24,45,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Lisandro Martínez,Man Utd,DEF,2023-24,50,47,15,643,0,1,1,12,1,0,0,3,0,0,0,134,144.4,45.7,4.0,19.4,8,0.00,0.08,0.08,11.65
Scott McTominay,Man Utd,MID,2023-24,50,45,98,1891,7,1,7,30,0,0,0,2,0,0,5,307,539.4,179.5,492.0,121.3,18,6.00,0.41,6.40,39.95
Mason Mount,Man Utd,MID,2023-24,70,68,23,509,1,0,1,13,0,0,0,2,0,0,0,93,105.8,107.6,64.0,27.9,5,0.37,0.37,0.74,9.95
André Onana,Man Utd,GKP,2023-24,50,50,133,3420,0,0,9,58,0,0,0,5,0,149,10,741,1167.8,33.2,0.0,120.2,38,0.00,0.08,0.08,69.64
Facundo Pellistri Rebollo,Man Utd,MID,2023-24,45,42,13,164,0,1,0,2,0,0,0,0,0,0,0,36,47.0,19.3,66.0,13.3,1,0.51,0.39,0.90,4.17
Marcus Rashford,Man Utd,MID,2023-24,90,84,108,2264,7,3,7,37,0,0,0,2,0,0,0,330,453.2,358.6,672.0,148.3,26,7.13,2.80,9.93,48.29
Luke Shaw,Man Utd,DEF,2023-24,55,52,31,960,0,1,4,13,0,0,0,6,0,0,0,195,197.2,199.3,29.0,42.6,12,0.05,0.89,0.94,20.17
Toby Collyer,Man Utd,MID,2023-24,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Ethan Wheatley,Man Utd,FWD,2023-24,45,45,3,13,0,0,0,0,0,0,0,0,0,0,0,6,2.0,0.0,0.0,0.2,0,0.00,0.00,0.00,0.32
Alex Murphy,Newcastle,DEF,2023-24,40,39,2,11,0,0,0,0,0,0,0,0,0,0,0,6,2.6,1.0,0.0,0.3,0,0.00,0.00,0.00,0.08
Miguel Almirón Rejala,Newcastle,MID,2023-24,65,60,77,1930,3,1,5,40,0,0,0,2,0,0,4,277,299.8,369.7,434.0,110.1,23,4.57,2.39,6.96,38.15
Harvey Barnes,Newcastle,MID,2023-24,65,62,64,788,5,3,2,10,0,0,0,2,0,0,3,205,279.2,181.5,334.0,79.5,7,3.78,1.90,5.68,10.48
Sven Botman,Newcastle,DEF,2023-24,45,45,51,1375,2,2,3,29,1,0,0,2,0,0,4,298,386.8,62.9,104.0,55.5,15,0.62,0.54,1.16,31.58
Bruno Guimarães Rodriguez Moura,Newcastle,MID,2023-24,60,58,153,3264,7,9,10,60,0,0,0,8,0,0,15,691,968.4,948.7,489.0,241.0,37,4.91,6.20,11.11,58.64
Dan Burn,Newcastle,DEF,2023-24,45,47,97,2725,2,2,8,45,0,0,0,4,0,0,4,493,656.4,153.8,286.0,109.7,32,3.35,1.12,4.47,46.22
Martin Dúbravka,Newcastle,GKP,2023-24,40,43,75,1984,0,0,4,42,0,1,0,1,0,88,3,426,661.0,10.0,0.0,67.2,22,0.00,0.00,0.00,44.34
Anthony Gordon,Newcastle,MID,2023-24,55,64,183,2896,11,16,12,48,0,0,0,10,1,0,14,594,822.6,843.7,905.0,256.7,34,10.03,5.40,15.42,51.73
Lewis Hall,Newcastle,DEF,2023-24,45,42,38,773,1,0,2,12,0,0,0,2,0,0,3,171,194.8,69.1,85.0,34.9,8,0.35,0.72,1.07,13.10
Isaac Hayden,Newcastle,MID,2023-24,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Alexander Isak,Newcastle,FWD,2023-24,75,84,172,2253,21,4,7,41,0,0,1,1,0,0,23,645,877.4,362.5,1054.0,229.3,27,20.22,2.68,22.90,43.41
Jacob Murphy,Newcastle,MID,2023-24,50,48,82,1184,3,8,5,21,0,0,0,1,0,0,4,312,377.8,453.4,270.0,110.0,14,2.23,3.35,5.58,18.42
Joelinton Cássio Apolinário de Lira,Newcastle,MID,2023-24,60,58,45,1276,2,1,3,23,0,0,0,6,0,0,3,209,295.2,314.9,206.0,81.6,15,2.82,1.09,3.91,25.30
Lloyd Kelly,Newcastle,DEF,2023-24,45,45,48,1553,0,1,4,32,0,0,0,2,0,0,5,293,279.0,141.8,48.0,46.9,17,0.34,0.77,1.11,25.04
Emil Krafth,Newcastle,DEF,2023-24,45,44,33,909,0,0,3,15,0,0,0,2,0,0,1,187,164.2,145.4,28.0,33.8,8,0.20,0.76,0.96,12.94
Garang Kuol,Newcastle,MID,2023-24,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Jamaal Lascelles,Newcastle,DEF,2023-24,40,37,46,1077,1,0,5,15,0,0,0,4,0,0,3,212,233.0,35.4,69.0,33.8,13,0.74,0.12,0.86,18.08
Jamal Lewis,Newcastle,DEF,2023-24,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Tino Livramento,Newcastle,DEF,2023-24,45,40,45,1302,1,0,2,27,0,0,0,1,0,0,4,253,292.0,193.9,96.0,58.4,12,0.38,0.83,1.21,28.63
Sean Longstaff,Newcastle,MID,2023-24,50,48,110,2742,6,3,10,50,0,0,0,7,0,0,3,418,550.0,357.1,479.0,138.8,30,6.76,2.80,9.56,51.59
Lewis Miley,Newcastle,MID,2023-24,45,45,44,1203,1,3,1,29,0,0,0,1,0,0,1,232,237.4,192.8,136.0,56.7,14,1.22,1.08,2.30,30.20
Odysseas Vlachodimos,Newcastle,GKP,2023-24,45,45,12,450,0,0,1,12,0,0,0,0,0,10,0,79,101.8,10.0,0.0,11.2,5,0.00,0.01,0.01,7.48
Nick Pope,Newcastle,GKP,2023-24,55,53,57,1345,0,0,6,16,0,0,0,1,0,43,1,279,323.0,0.0,4.0,32.7,15,0.02,0.00,0.02,15.92
Fabian Schär,Newcastle,DEF,2023-24,50,56,123,3055,4,3,9,58,0,0,0,5,0,0,12,629,826.6,166.7,278.0,127.4,35,2.47,1.41,3.87,58.64
Matt Targett,Newcastle,DEF,2023-24,45,42,2,77,0,0,0,4,0,0,0,1,0,0,0,15,9.2,11.9,0.0,2.2,1,0.00,0.01,0.01,1.77
Sandro Tonali,Newcastle,MID,2023-24,55,52,16,437,1,0,1,5,0,0,0,2,0,0,0,86,81.8,105.0,50.0,23.8,5,0.62,0.47,1.09,6.66
Kieran Trippier,Newcastle,DEF,2023-24,65,66,111,2235,1,10,6,43,0,0,0,5,0,0,20,589,719.0,1028.5,102.0,185.2,26,0.65,6.97,7.62,40.26
Joe White,Newcastle,MID,2023-24,45,45,3,12,0,0,0,0,0,0,0,1,0,0,0,9,0.8,1.1,0.0,0.1,0,0.00,0.00,0.00,0.24
Joe Willock,Newcastle,MID,2023-24,55,53,18,415,1,0,1,9,0,0,0,0,0,0,0,60,89.8,92.5,106.0,28.8,5,0.88,0.57,1.45,8.03
Callum Wilson,Newcastle,FWD,2023-24,80,78,69,981,9,1,6,15,0,0,0,3,0,0,4,246,366.2,110.3,563.0,103.2,9,8.96,0.54,9.50,13.12
William Osula,Newcastle,FWD,2023-24,45,42,25,778,0,1,0,23,0,0,0,4,0,0,0,27,27.0,24.9,200.0,24.4,9,1.64,0.15,1.79,20.19
Álex Moreno Lopera,Nott'm Forest,DEF,2023-24,50,49,49,1024,2,0,3,20,1,0,0,2,0,0,5,211,217.8,156.9,152.0,52.7,11,1.11,0.98,2.09,18.50
Ola Aina,Nott'm Forest,DEF,2023-24,45,45,45,1690,1,1,2,39,0,0,0,3,0,0,2,289,312.0,181.7,49.0,54.4,20,0.34,1.01,1.35,29.01
Elliot Anderson,Nott'm Forest,MID,2023-24,45,42,42,1018,0,2,5,14,0,0,0,3,0,0,3,144,187.4,223.7,201.0,61.1,10,1.63,1.25,2.88,12.49
Taiwo Awoniyi,Nott'm Forest,FWD,2023-24,65,63,67,1036,6,3,3,21,0,0,0,2,0,0,5,247,303.2,134.4,308.0,74.2,12,4.85,0.90,5.75,15.61
Willy Boly,Nott'm Forest,DEF,2023-24,45,45,58,1437,2,1,3,26,0,0,0,1,1,0,7,275,480.0,100.5,200.0,78.1,18,1.56,0.77,2.33,26.30
Josh Bowler,Nott'm Forest,MID,2023-24,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Danilo dos Santos de Oliveira,Nott'm Forest,MID,2023-24,55,53,65,1787,2,2,1,42,0,0,0,4,0,0,4,302,368.0,277.6,137.0,78.1,20,1.82,0.94,2.76,28.60
Emmanuel Dennis,Nott'm Forest,FWD,2023-24,50,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Nicolás Domínguez,Nott'm Forest,MID,2023-24,50,50,67,1489,2,2,6,27,0,0,0,4,0,0,6,276,340.4,176.2,187.0,70.6,19,1.30,1.14,2.44,21.20
Anthony Elanga,Nott'm Forest,MID,2023-24,50,49,119,2424,5,9,2,47,0,0,0,1,0,0,5,386,536.4,441.6,618.0,159.2,25,6.20,4.04,10.24,39.39
Morgan Gibbs-White,Nott'm Forest,MID,2023-24,60,57,142,3156,5,12,5,59,0,0,0,9,0,0,13,563,703.2,1155.2,495.0,235.6,35,6.65,6.79,13.44,49.08
Reece James,Chelsea,DEF,2023-24,55,53,11,416,0,2,0,13,0,0,0,0,2,0,0,106,137.4,172.1,61.0,37.1,5,0.30,1.36,1.66,11.31
Omari Kellyman,Chelsea,MID,2023-24,45,45,2,35,0,0,0,1,0,0,0,0,0,0,0,6,2.6,0.5,2.0,0.5,0,0.04,0.00,0.04,1.03
Roméo Lavia,Chelsea,MID,2023-24,50,49,1,32,0,0,0,0,0,0,0,0,0,0,0,2,3.6,1.9,0.0,0.6,0,0.00,0.01,0.01,0.33
Romelu Lukaku Bolingoli,Chelsea,FWD,2023-24,70,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Malang Sarr,Chelsea,DEF,2023-24,45,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Noni Madueke,Chelsea,MID,2023-24,55,53,76,1044,5,3,4,19,0,0,0,2,0,0,7,253,341.6,287.5,401.0,102.8,13,2.51,2.13,4.64,18.37
Mykhailo Mudryk,Chelsea,MID,2023-24,65,63,94,1564,5,5,7,28,0,0,0,5,0,0,5,291,347.2,457.5,420.0,122.4,18,4.77,3.15,7.92,25.05
Nicolas Jackson,Chelsea,FWD,2023-24,70,70,142,2801,14,6,9,48,0,0,0,10,0,0,12,479,783.8,501.7,1098.0,237.7,31,18.14,3.00,21.14,47.46
Christopher Nkunku,Chelsea,MID,2023-24,75,72,29,437,3,0,0,12,0,0,0,0,0,0,4,96,134.6,74.5,222.0,42.7,2,2.47,0.37,2.84,8.74
Cole Palmer,Chelsea,MID,2023-24,50,63,244,2617,22,13,7,46,0,0,0,7,0,0,32,844,1240.2,1022.5,1016.0,327.8,29,17.35,8.17,25.52,45.48
Đorđe Petrović,Chelsea,GKP,2023-24,45,47,71,1986,0,0,5,38,0,0,0,2,0,75,5,414,567.8,0.0,0.0,56.8,22,0.00,0.00,0.00,34.93
Robert Sánchez,Chelsea,GKP,2023-24,45,45,59,1433,0,0,3,25,0,1,0,2,0,53,7,317,450.6,0.1,0.0,45.2,16,0.00,0.00,0.00,23.72
Tosin Adarabioyo,Chelsea,DEF,2023-24,45,43,66,1616,2,0,6,25,0,0,0,2,0,0,2,327,431.8,39.3,152.0,62.4,18,0.78,0.32,1.10,28.19
Wesley Fofana,Chelsea,DEF,2023-24,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Jadon Sancho,Chelsea,MID,2023-24,70,67,3,76,0,0,0,1,0,0,0,0,0,0,0,11,9.8,14.8,12.0,3.6,0,0.00,0.07,0.07,1.86
Pedro Lomba Neto,Chelsea,MID,2023-24,55,55,86,1516,2,11,3,27,0,0,0,4,0,0,8,310,371.4,599.2,389.0,135.5,18,3.17,3.69,6.86,29.09
Eddie Nketiah,Crystal Palace,FWD,2023-24,55,50,71,1065,5,4,6,10,0,0,0,3,0,0,5,206,235.0,136.3,417.0,77.2,10,4.65,0.53,5.18,10.21
Trevoh Chalobah,Crystal Palace,DEF,2023-24,45,43,39,949,1,0,3,14,0,0,0,1,0,0,4,221,250.8,45.4,38.0,33.4,10,0.20,0.16,0.36,15.26
Naouirou Ahamada,Crystal Palace,MID,2023-24,45,43,16,332,0,0,0,14,0,0,0,2,1,0,0,52,41.2,25.2,61.0,12.9,0,0.40,0.12,0.52,8.93
Cheick Doucouré,Crystal Palace,MID,2023-24,50,48,21,920,0,0,3,12,0,0,0,2,0,0,0,141,165.8,138.5,36.0,34.2,11,0.28,0.76,1.04,13.76
Chris Richards,Crystal Palace,DEF,2023-24,40,39,62,2091,1,1,4,38,0,0,0,3,0,0,4,370,456.2,87.5,108.0,65.2,23,0.60,0.17,0.77,33.16
Nathaniel Clyne,Crystal Palace,DEF,2023-24,45,43,52,1335,0,1,5,16,0,0,0,0,0,0,0,259,179.6,67.8,21.0,27.0,14,0.21,0.21,0.42,21.65
Malcolm Ebiowei,Crystal Palace,MID,2023-24,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Eberechi Eze,Crystal Palace,MID,2023-24,65,60,136,2054,11,5,8,28,0,0,0,3,0,0,11,490,740.4,810.0,735.0,228.7,24,9.12,5.66,14.78,32.39
Marc Guéhi,Crystal Palace,DEF,2023-24,45,42,66,2020,0,1,6,32,0,0,0,2,0,0,6,397,417.8,106.6,35.0,56.1,23,0.58,1.00,1.58,31.51
Dean Henderson,Crystal Palace,GKP,2023-24,45,44,48,1620,0,0,4,30,2,0,0,2,0,58,2,293,434.8,0.0,0.0,43.7,18,0.00,0.01,0.01,26.47
Rob Holding,Crystal Palace,DEF,2023-24,45,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Will Hughes,Crystal Palace,MID,2023-24,50,49,61,1886,0,2,8,38,0,0,0,6,0,0,2,252,319.2,338.6,67.0,72.3,23,0.31,1.70,2.01,30.83
Jefferson Lerma Solís,Crystal Palace,MID,2023-24,50,47,64,2399,1,1,5,46,0,0,0,8,0,0,4,338,417.6,366.1,240.0,102.4,27,2.61,1.78,4.39,38.16
Jean-Philippe Mateta,Crystal Palace,FWD,2023-24,50,51,165,2274,16,7,8,44,0,0,0,3,0,0,22,563,775.0,404.0,741.0,191.9,25,10.84,1.30,12.14,40.46
Matheus França de Oliveira,Crystal Palace,MID,2023-24,50,48,16,224,0,2,0,7,0,0,0,1,0,0,0,47,36.4,77.7,53.0,16.5,1,0.33,0.46,0.79,3.49
Remi Matthews,Crystal Palace,GKP,2023-24,40,39,1,3,0,0,0,1,0,0,0,0,0,0,0,3,1.0,0.0,0.0,0.1,0,0.00,0.00,0.00,0.07
Tyrick Mitchell,Crystal Palace,DEF,2023-24,45,45,119,3204,2,3,10,55,0,0,0,6,0,0,10,590,669.8,393.7,209.0,127.4,37,1.27,2.39,3.66,50.84
Daniel Muñoz,Crystal Palace,DEF,2023-24,45,45,56,1440,0,4,5,22,0,0,0,4,0,0,3,270,331.0,265.6,119.0,71.7,16,1.26,1.26,2.52,19.71
David Ozoh,Crystal Palace,MID,2023-24,45,45,8,148,0,0,0,5,0,0,0,1,0,0,0,27,25.2,4.0,0.0,2.9,0,0.00,0.01,0.01,3.06
Jesurun Rak-Sakyi,Crystal Palace,MID,2023-24,45,45,8,132,0,0,1,3,0,0,0,0,0,0,0,21,23.2,28.2,58.0,11.0,0,0.41,0.14,0.54,3.21
Jeffrey Schlupp,Crystal Palace,MID,2023-24,50,48,66,1340,2,2,4,25,0,0,0,1,0,0,4,201,279.8,234.2,229.0,74.1,17,1.70,1.41,3.11,22.46
Joel Ward,Crystal Palace,DEF,2023-24,45,45,54,1978,0,1,5,34,1,0,0,4,0,0,0,304,348.2,79.0,41.0,46.8,23,0.88,0.25,1.13,30.96
Adam Wharton,Crystal Palace,MID,2023-24,50,50,50,1296,0,3,7,16,0,0,0,2,0,0,4,222,255.0,287.9,29.0,57.3,15,0.38,1.50,1.87,18.04
Matt Turner,Crystal Palace,GKP,2023-24,40,37,41,1530,0,0,2,28,0,0,0,2,0,55,0,278,379.6,0.0,0.0,37.9,17,0.00,0.00,0.00,25.43
Franco Umeh-Chibueze,Crystal Palace,MID,2023-24,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Kaden Rodney,Crystal Palace,MID,2023-24,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Armando Broja,Everton,FWD,2023-24,50,49,35,529,1,2,3,9,0,0,0,0,0,0,0,72,75.6,70.3,152.0,29.0,6,2.24,0.23,2.47,8.40
Abdoulaye Doucouré,Everton,MID,2023-24,55,55,116,2632,7,3,12,36,0,0,0,7,0,0,7,335,462.4,456.5,687.0,161.0,32,8.70,1.51,10.21,42.26
Norberto Bercique Gomes Betuncal,Everton,FWD,2023-24,60,57,50,943,3,0,2,20,0,0,1,2,0,0,3,105,158.8,139.6,425.0,71.3,9,6.46,0.30,6.76,18.11
Jarrad Branthwaite,Everton,DEF,2023-24,40,45,124,3116,3,1,12,44,0,0,0,8,0,0,10,621,789.4,67.2,185.0,104.3,35,1.62,1.29,2.91,49.43
Dominic Calvert-Lewin,Everton,FWD,2023-24,60,58,101,2166,7,3,13,27,0,0,0,2,0,0,9,259,403.0,255.6,901.0,154.8,26,12.86,1.58,14.43,31.91
Séamus Coleman,Everton,DEF,2023-24,45,44,30,661,0,0,4,10,1,0,0,0,0,0,3,141,108.6,49.9,6.0,16.5,7,0.00,0.70,0.70,10.48
Idrissa Gueye,Everton,MID,2023-24,50,48,73,1885,4,0,7,25,0,0,0,8,0,0,10,337,406.8,237.1,154.0,79.7,24,1.25,0.82,2.07,29.41
James Garner,Everton,MID,2023-24,50,49,87,3001,1,2,11,47,0,0,0,7,0,0,3,421,526.6,663.1,244.0,143.5,34,2.62,3.75,6.37,48.61
Jack Harrison,Everton,MID,2023-24,55,55,92,2212,3,3,11,26,0,0,0,1,0,0,5,292,397.4,405.7,339.0,114.3,25,3.68,3.02,6.70,34.15
Mason Holgate,Everton,DEF,2023-24,40,40,1,711,0,0,0,27,0,0,0,3,1,0,0,69,117.8,22.7,19.0,15.9,9,0.55,0.20,0.75,19.41
Tim Iroegbunam,Everton,MID,2023-24,45,44,10,157,0,0,0,7,0,0,0,0,0,0,0,29,18.6,4.0,0.0,2.1,1,0.00,0.00,0.00,4.95
João Neves Virgínia,Everton,GKP,2023-24,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Michael Keane,Everton,DEF,2023-24,45,42,18,437,1,0,1,13,0,0,0,2,0,0,2,72,108.2,4.6,92.0,20.5,4,0.56,0.06,0.62,10.81
Neal Maupay,Everton,FWD,2023-24,50,49,76,1417,6,3,4,37,0,0,0,8,0,0,6,248,325.8,242.5,568.0,112.6,14,6.89,1.99,8.88,26.36
Dwight McNeil,Everton,MID,2023-24,55,54,124,2891,3,8,12,39,0,0,0,2,0,0,8,515,615.4,1110.8,400.0,212.7,33,3.26,7.90,11.16,45.06
Vitalii Mykolenko,Everton,DEF,2023-24,45,45,101,2469,2,1,9,37,0,0,0,1,0,0,9,452,517.4,239.8,211.0,96.8,28,1.49,1.07,2.56,39.97
Iliman Ndiaye,Everton,FWD,2023-24,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Nathan Patterson,Everton,DEF,2023-24,45,43,34,1000,0,2,2,21,0,0,0,4,0,0,3,187,207.2,138.2,26.0,37.3,9,0.34,1.03,1.37,20.60
Jordan Pickford,Everton,GKP,2023-24,45,48,153,3420,0,0,13,51,1,0,0,5,0,121,22,734,969.2,43.4,0.0,101.3,38,0.00,0.46,0.46,56.01
James Tarkowski,Everton,DEF,2023-24,45,46,117,3420,1,1,13,51,0,0,0,11,0,0,10,649,915.4,269.6,320.0,150.9,38,2.55,2.66,5.21,55.64
Youssef Ramalho Chermiti,Everton,FWD,2023-24,50,48,16,196,0,0,1,4,0,0,0,3,0,0,0,28,19.2,51.2,84.0,14.9,1,0.74,0.30,1.04,5.04
Ashley Young,Everton,DEF,2023-24,45,44,76,2277,0,1,9,34,1,0,0,5,1,0,3,375,284.8,365.2,87.0,74.0,27,0.67,1.51,2.18,37.73
Jake O'Brien,Everton,DEF,2023-24,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Jenson Metcalfe,Everton,MID,2023-24,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Orel Mangala,Everton,MID,2023-24,50,50,40,1562,1,0,3,31,0,0,0,6,0,0,0,186,208.0,108.7,44.0,36.0,19,0.77,0.28,1.05,24.50
Reiss Nelson,Fulham,MID,2023-24,50,48,16,256,0,0,1,1,0,0,0,1,0,0,0,58,42.8,87.7,39.0,16.9,1,0.18,0.43,0.61,2.18
Emile Smith Rowe,Fulham,MID,2023-24,55,53,25,343,0,2,3,3,0,0,0,0,0,0,0,73,62.4,72.2,128.0,25.6,3,1.86,0.40,2.26,2.10
Joachim Andersen,Fulham,DEF,2023-24,45,47,121,3416,2,3,10,58,0,0,0,7,0,0,12,679,873.6,301.1,253.0,143.1,38,1.75,2.08,3.83,53.71
Adama Traoré,Fulham,MID,2023-24,50,49,36,363,2,3,0,13,0,0,0,2,0,0,1,113,164.2,108.1,140.0,41.3,1,1.49,0.88,2.37,11.28
Andreas Hoelgebaum Pereira,Fulham,MID,2023-24,55,53,127,2611,3,9,14,40,0,0,0,6,0,0,7,459,503.6,1254.3,417.0,217.8,34,4.52,5.72,10.24,42.91
