NAME,TEAM,POSITION,SEASON,START_COST,END_COST,TOTAL_POINTS,MINUTES,GOALS_SCORED,ASSISTS,CLEAN_SHEETS,GOALS_CONCEDED,OWN_GOALS,PENALTIES_SAVED,PENALTIES_MISSED,YELLOW_CARDS,RED_CARDS,SAVES,BONUS,BPS,INFLUENCE,CREATIVITY,THREAT,ICT_INDEX,STARTS,EXPECTED_GOALS,EXPECTED_ASSISTS,EXPECTED_GOAL_INVOLVEMENTS,EXPECTED_GOALS_CONCEDED
Rúben Gato Alves Dias,Man City,DEF,2020-21,55,59,142,2843,1,1,17,21,1,0,0,4,0,0,12,656,651.6,91.0,218.0,96.3,0,0.00,0.00,0.00,0.00
John Stones,Man City,DEF,2020-21,50,51,128,1933,4,0,14,12,0,0,0,0,1,0,11,531,520.0,79.8,192.0,79.0,0,0.00,0.00,0.00,0.00
Kyle Walker,Man City,DEF,2020-21,60,61,91,1944,1,1,9,20,0,0,0,1,0,0,7,410,332.2,200.9,88.0,62.1,0,0.00,0.00,0.00,0.00
Sam Johnstone,Wolves,GKP,2020-21,45,46,140,3330,0,1,6,74,0,1,0,1,0,166,19,768,1213.6,10.0,0.0,122.4,0,0.00,0.00,0.00,0.00
Rayan Aït-Nouri,Wolves,DEF,2020-21,50,50,54,1400,1,1,3,23,0,0,0,1,0,0,6,264,243.2,234.5,196.0,67.4,0,0.00,0.00,0.00,0.00
Luke Cundle,Wolves,MID,2020-21,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Craig Dawson,Wolves,DEF,2020-21,45,45,75,1925,3,0,7,25,2,0,0,3,1,0,3,336,433.6,30.2,219.0,68.4,0,0.00,0.00,0.00,0.00
Matt Doherty,Wolves,DEF,2020-21,60,56,47,1238,0,2,4,15,0,0,0,2,1,0,4,222,257.2,182.4,79.0,52.0,0,0.00,0.00,0.00,0.00
Tommy Doyle,Wolves,MID,2020-21,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Fábio Silva,Wolves,FWD,2020-21,55,52,72,1352,4,3,0,29,0,0,0,2,0,0,5,198,238.2,166.1,758.0,114.9,0,0.00,0.00,0.00,0.00
Hugo Bueno López,Wolves,DEF,2020-21,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Ki-Jana Hoever,Wolves,DEF,2020-21,45,44,13,573,0,0,0,11,0,0,0,1,0,0,0,80,100.4,59.7,26.0,18.7,0,0.00,0.00,0.00,0.00
Mario Lemina,Wolves,MID,2020-21,45,45,55,1696,1,1,3,27,0,0,0,5,0,0,3,267,294.0,169.5,134.0,59.9,0,0.00,0.00,0.00,0.00
Nélson Cabral Semedo,Wolves,DEF,2020-21,55,51,109,2983,1,3,9,45,1,0,0,5,0,0,11,548,595.2,412.9,297.0,130.7,0,0.00,0.00,0.00,0.00
Daniel Castelo Podence,Wolves,MID,2020-21,55,53,75,1661,3,2,8,24,0,0,0,3,0,0,5,240,285.6,322.0,456.0,106.2,0,0.00,0.00,0.00,0.00
Callum Hudson-Odoi,Nott'm Forest,MID,2020-21,60,57,59,1050,2,3,6,5,0,0,0,0,0,0,2,239,291.8,471.5,336.0,109.9,0,0.00,0.00,0.00,0.00
Neco Williams,Nott'm Forest,DEF,2020-21,40,38,11,247,0,0,1,1,0,0,0,1,0,0,0,51,42.0,47.8,34.0,12.2,0,0.00,0.00,0.00,0.00
Chris Wood,Nott'm Forest,FWD,2020-21,65,66,138,2741,12,3,9,43,0,0,0,0,0,0,16,395,595.8,323.2,1129.0,204.0,0,0.00,0.00,0.00,0.00
James Ward-Prowse,Nott'm Forest,MID,2020-21,60,59,156,3420,8,7,9,68,0,0,1,5,0,0,17,772,940.0,971.2,355.0,226.5,0,0.00,0.00,0.00,0.00
Aaron Ramsdale,Southampton,GKP,2020-21,50,46,123,3420,0,0,5,63,0,0,0,1,0,146,12,685,1023.0,20.0,4.0,104.7,0,0.00,0.00,0.00,0.00
Ryan Fraser,Southampton,MID,2020-21,60,56,39,922,0,4,4,18,0,0,0,0,1,0,0,154,142.8,395.0,165.0,70.1,0,0.00,0.00,0.00,0.00
Jan Bednarek,Southampton,DEF,2020-21,45,47,94,3100,1,1,9,62,1,0,0,5,1,0,11,584,692.0,75.0,164.0,93.1,0,0.00,0.00,0.00,0.00
James Bree,Southampton,DEF,2020-21,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Taylor Harwood-Bellis,Southampton,DEF,2020-21,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Adam Lallana,Southampton,MID,2020-21,65,62,58,1584,1,1,5,18,0,0,0,0,0,0,2,265,255.2,355.7,302.0,91.0,0,0.00,0.00,0.00,0.00
Alex McCarthy,Southampton,GKP,2020-21,45,44,94,2700,0,0,7,57,0,0,0,2,0,93,8,527,741.2,0.0,0.0,74.0,0,0.00,0.00,0.00,0.00
Will Smallbone,Southampton,MID,2020-21,45,43,5,171,0,0,0,5,0,0,0,0,0,0,0,17,16.8,7.4,9.0,3.3,0,0.00,0.00,0.00,0.00
Jack Stephens,Southampton,DEF,2020-21,50,46,41,1537,0,0,4,39,0,0,0,2,0,0,6,288,351.0,85.6,104.0,54.2,0,0.00,0.00,0.00,0.00
Charlie Taylor,Southampton,DEF,2020-21,45,44,83,2425,0,2,8,42,0,0,0,1,0,0,5,451,494.4,248.5,52.0,79.5,0,0.00,0.00,0.00,0.00
Kyle Walker-Peters,Southampton,DEF,2020-21,45,47,93,2646,0,3,9,41,0,0,0,4,0,0,7,498,497.6,262.2,316.0,107.5,0,0.00,0.00,0.00,0.00
Yves Bissouma,Spurs,MID,2020-21,45,44,77,3112,1,0,11,42,0,0,0,8,1,0,2,487,523.6,295.5,196.0,101.1,0,0.00,0.00,0.00,0.00
Ben Davies,Spurs,DEF,2020-21,50,45,52,1340,0,2,4,16,0,0,0,1,0,0,1,253,232.8,136.8,65.0,43.4,0,0.00,0.00,0.00,0.00
Alfie Devine,Spurs,MID,2020-21,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Fraser Forster,Spurs,GKP,2020-21,40,40,30,720,0,0,2,11,0,1,0,0,0,20,0,147,191.0,0.0,0.0,19.1,0,0.00,0.00,0.00,0.00
Pierre-Emile Højbjerg,Spurs,MID,2020-21,50,49,107,3420,2,4,12,45,0,0,0,9,0,0,6,578,728.8,308.7,146.0,118.4,0,0.00,0.00,0.00,0.00
Giovani Lo Celso,Spurs,MID,2020-21,70,69,35,939,1,1,5,10,0,0,0,5,0,0,0,149,169.2,222.8,155.0,54.3,0,0.00,0.00,0.00,0.00
James Maddison,Spurs,MID,2020-21,70,72,133,2093,8,7,10,28,0,0,0,4,0,0,12,473,588.4,770.3,668.0,202.5,0,0.00,0.00,0.00,0.00
Sergio Reguilón,Spurs,DEF,2020-21,55,55,89,2244,0,6,8,31,1,0,0,5,0,0,4,413,361.2,309.4,253.0,92.5,0,0.00,0.00,0.00,0.00
Richarlison de Andrade,Spurs,FWD,2020-21,80,77,123,2862,7,6,11,38,0,0,0,4,1,0,18,415,576.4,359.7,1147.0,208.3,0,0.00,0.00,0.00,0.00
Dane Scarlett,Spurs,FWD,2020-21,45,45,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Son Heung-min,Spurs,MID,2020-21,90,96,228,3119,17,11,13,36,0,0,0,0,0,0,26,777,1052.2,1049.9,1046.0,315.2,0,0.00,0.00,0.00,0.00
Timo Werner,Spurs,MID,2020-21,95,92,128,2598,6,12,13,29,0,0,0,2,0,0,7,394,514.8,532.4,1276.0,232.5,0,0.00,0.00,0.00,0.00
Aaron Wan-Bissaka,West Ham,DEF,2020-21,55,58,144,3060,2,5,13,36,0,0,0,3,0,0,11,729,785.4,498.2,159.0,144.1,0,0.00,0.00,0.00,0.00
Michail Antonio,West Ham,FWD,2020-21,65,67,118,1972,10,5,6,25,0,0,0,3,0,0,19,345,517.8,349.1,1038.0,190.1,0,0.00,0.00,0.00,0.00
Alphonse Areola,West Ham,GKP,2020-21,45,45,124,3240,0,0,9,48,0,0,0,2,0,116,9,637,876.2,0.0,0.0,87.4,0,0.00,0.00,0.00,0.00
Jarrod Bowen,West Ham,MID,2020-21,65,58,141,2556,8,6,9,33,0,0,0,0,0,0,8,434,529.8,493.5,812.0,183.7,0,0.00,0.00,0.00,0.00
Vladimír Coufal,West Ham,DEF,2020-21,45,48,128,3054,0,9,9,43,0,0,0,3,0,0,12,625,693.8,670.9,220.0,158.7,0,0.00,0.00,0.00,0.00
Aaron Cresswell,West Ham,DEF,2020-21,50,57,153,3170,0,11,11,41,0,0,0,3,0,0,21,730,669.4,898.6,96.0,166.8,0,0.00,0.00,0.00,0.00
Emerson Palmieri dos Santos,West Ham,DEF,2020-21,50,47,7,88,0,0,1,0,0,0,0,0,0,0,0,24,17.4,7.7,2.0,2.7,0,0.00,0.00,0.00,0.00
Łukasz Fabiański,West Ham,GKP,2020-21,50,50,133,3150,0,0,10,44,0,1,0,2,0,102,11,634,745.2,0.0,0.0,74.4,0,0.00,0.00,0.00,0.00
Wes Foderingham,West Ham,GKP,2020-21,45,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Danny Ings,West Ham,FWD,2020-21,85,84,131,2172,12,4,6,40,0,0,0,1,0,0,21,464,634.6,300.7,866.0,178.4,0,0.00,0.00,0.00,0.00
Max Kilman,West Ham,DEF,2020-21,40,38,58,1307,0,1,5,11,0,0,0,4,0,0,8,258,249.6,67.4,78.0,39.4,0,0.00,0.00,0.00,0.00
Tomáš Souček,West Ham,MID,2020-21,50,52,147,3420,10,2,11,47,1,0,0,7,1,0,16,555,889.8,271.1,925.0,208.8,0,0.00,0.00,0.00,0.00
Kurt Zouma,West Ham,DEF,2020-21,50,53,108,2027,5,0,9,25,0,0,0,3,0,0,6,481,577.8,72.6,339.0,99.0,0,0.00,0.00,0.00,0.00
Crysencio Summerville,West Ham,MID,2020-21,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
