NAME,TEAM,POSITION,SEASON,START_COST,END_COST,TOTAL_POINTS,MINUTES,GOALS_SCORED,ASSISTS,CLEAN_SHEETS,GOALS_CONCEDED,OWN_GOALS,PENALTIES_SAVED,PENALTIES_MISSED,YELLOW_CARDS,RED_CARDS,SAVES,BONUS,BPS,INFLUENCE,CREATIVITY,THREAT,ICT_INDEX,STARTS,EXPECTED_GOALS,EXPECTED_ASSISTS,EXPECTED_GOAL_INVOLVEMENTS,EXPECTED_GOALS_CONCEDED
Solly March,Brighton,MID,2018-19,50,47,94,2459,1,6,6,40,0,0,0,1,0,0,5,342,474.6,684.5,405.0,156.6,0,0.00,0.00,0.00,0.00
James Milner,Brighton,MID,2018-19,55,56,101,1778,5,5,9,13,0,0,0,5,1,0,12,448,587.2,725.2,374.0,169.2,0,0.00,0.00,0.00,0.00
Jason Steele,Brighton,GKP,2018-19,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Danny Welbeck,Brighton,FWD,2018-19,65,64,19,146,1,1,0,3,0,0,0,0,0,0,3,63,73.6,56.8,66.0,19.5,0,0.00,0.00,0.00,0.00
Marcus Bettinelli,Chelsea,GKP,2018-19,45,42,15,630,0,0,0,20,0,1,0,1,0,20,0,114,195.0,0.0,0.0,19.4,0,0.00,0.00,0.00,0.00
Ben Chilwell,Chelsea,DEF,2018-19,50,50,118,3240,0,5,10,43,0,0,0,4,0,0,8,578,721.0,674.6,298.0,170.0,0,0.00,0.00,0.00,0.00
Chris Mepham,Bournemouth,DEF,2018-19,45,45,27,848,0,1,2,17,0,0,0,1,0,0,0,158,177.2,24.1,22.0,22.5,0,0.00,0.00,0.00,0.00
Philip Billing,Bournemouth,MID,2018-19,45,45,63,2187,2,0,5,43,0,0,0,7,0,0,4,317,494.6,341.0,375.0,121.3,0,0.00,0.00,0.00,0.00
Adam Smith,Bournemouth,DEF,2018-19,45,43,70,2067,1,1,8,33,0,0,0,5,1,0,1,383,374.0,199.8,110.0,68.5,0,0.00,0.00,0.00,0.00
Mark Travers,Bournemouth,GKP,2018-19,40,40,9,180,0,0,1,5,0,0,0,0,0,9,1,46,68.2,0.0,0.0,6.8,0,0.00,0.00,0.00,0.00
Kepa Arrizabalaga,Bournemouth,GKP,2018-19,55,54,142,3240,0,0,14,39,0,1,0,2,0,82,7,685,681.0,0.1,0.0,68.0,0,0.00,0.00,0.00,0.00
Ben Mee,Brentford,DEF,2018-19,50,46,81,3420,0,2,8,68,2,0,0,9,0,0,5,572,885.4,113.8,238.0,123.9,0,0.00,0.00,0.00,0.00
Gabriel Fernando de Jesus,Arsenal,FWD,2018-19,105,99,79,1017,7,3,2,11,0,0,0,1,0,0,7,259,395.2,300.5,864.0,156.3,0,0.00,0.00,0.00,0.00
Jorge Luiz Frello Filho,Arsenal,MID,2018-19,50,46,96,3156,2,0,16,37,0,0,0,8,0,0,4,577,691.4,628.4,122.0,144.2,0,0.00,0.00,0.00,0.00
Declan Rice,Arsenal,MID,2018-19,45,44,92,3003,2,0,6,47,0,0,0,4,0,0,9,586,584.4,174.2,213.0,97.1,0,0.00,0.00,0.00,0.00
Bukayo Saka,Arsenal,MID,2018-19,45,45,1,7,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Benjamin White,Arsenal,DEF,2018-19,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Oleksandr Zinchenko,Arsenal,DEF,2018-19,50,47,44,1151,0,3,9,4,0,0,0,1,0,0,1,230,279.2,278.6,77.0,63.5,0,0.00,0.00,0.00,0.00
Raheem Sterling,Arsenal,MID,2018-19,110,117,234,2770,17,15,17,19,0,0,0,3,0,0,25,743,1060.0,937.4,1572.0,357.1,0,0.00,0.00,0.00,0.00
Mikel Merino,Arsenal,MID,2018-19,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Ross Barkley,Aston Villa,MID,2018-19,60,50,79,1231,3,5,7,13,0,0,0,1,0,0,5,300,324.0,349.0,429.0,110.0,0,0.00,0.00,0.00,0.00
Leander Dendoncker,Aston Villa,MID,2018-19,45,43,48,1465,2,0,3,21,0,0,0,1,0,0,1,209,334.8,126.6,288.0,75.1,0,0.00,0.00,0.00,0.00
Ilkay Gündogan,Man City,MID,2018-19,55,54,113,2129,6,3,13,15,0,0,0,3,0,0,10,528,548.8,819.7,447.0,181.6,0,0.00,0.00,0.00,0.00
Diogo Dalot Teixeira,Man Utd,DEF,2018-19,55,53,27,1009,0,2,1,18,0,0,0,3,0,0,0,171,184.4,259.0,94.0,53.7,0,0.00,0.00,0.00,0.00
Christian Eriksen,Man Utd,MID,2018-19,95,92,161,2770,8,12,8,37,0,0,0,3,0,0,15,675,876.0,1148.7,801.0,283.0,0,0.00,0.00,0.00,0.00
Jonny Evans,Man Utd,DEF,2018-19,50,48,77,1993,1,0,8,26,0,0,0,2,0,0,3,418,460.0,66.1,158.0,68.5,0,0.00,0.00,0.00,0.00
Tom Heaton,Man Utd,GKP,2018-19,50,48,58,1710,0,0,4,27,0,0,0,3,0,63,4,323,442.8,20.1,4.0,46.6,0,0.00,0.00,0.00,0.00
Victor Lindelöf,Man Utd,DEF,2018-19,50,49,85,2600,1,1,6,40,1,0,0,1,0,0,9,527,533.0,75.3,118.0,72.8,0,0.00,0.00,0.00,0.00
Harry Maguire,Man Utd,DEF,2018-19,55,54,92,2596,3,1,6,41,0,0,0,6,1,0,10,533,715.8,165.3,462.0,134.3,0,0.00,0.00,0.00,0.00
Scott McTominay,Man Utd,MID,2018-19,45,42,38,862,2,0,1,18,0,0,0,1,0,0,4,152,175.4,33.1,180.0,38.8,0,0.00,0.00,0.00,0.00
Marcus Rashford,Man Utd,MID,2018-19,70,73,128,2331,10,7,6,35,0,0,0,3,1,0,14,425,650.0,542.3,1064.0,224.6,0,0.00,0.00,0.00,0.00
Luke Shaw,Man Utd,DEF,2018-19,50,51,91,2591,1,5,6,39,0,0,0,11,0,0,11,489,586.2,505.6,287.0,138.1,0,0.00,0.00,0.00,0.00
Miguel Almirón Rejala,Newcastle,MID,2018-19,60,60,28,758,0,2,3,11,0,0,0,0,0,0,0,107,121.4,189.8,235.0,54.6,0,0.00,0.00,0.00,0.00
Harvey Barnes,Newcastle,MID,2018-19,55,55,43,1001,1,3,1,16,0,0,0,0,0,0,1,139,172.8,242.0,534.0,94.8,0,0.00,0.00,0.00,0.00
Dan Burn,Newcastle,DEF,2018-19,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Martin Dúbravka,Newcastle,GKP,2018-19,50,50,131,3420,0,0,11,48,0,0,0,1,0,96,10,647,783.6,0.0,0.0,78.4,0,0.00,0.00,0.00,0.00
Isaac Hayden,Newcastle,MID,2018-19,45,43,69,1857,1,4,7,25,0,0,0,3,1,0,5,306,412.0,298.8,232.0,94.4,0,0.00,0.00,0.00,0.00
Jacob Murphy,Newcastle,MID,2018-19,50,47,16,296,0,1,1,8,0,0,0,0,0,0,0,50,53.6,31.1,22.0,10.7,0,0.00,0.00,0.00,0.00
Jamaal Lascelles,Newcastle,DEF,2018-19,50,47,95,2745,0,1,10,36,0,0,0,4,0,0,8,539,632.4,46.8,113.0,79.6,0,0.00,0.00,0.00,0.00
Sean Longstaff,Newcastle,MID,2018-19,45,45,26,686,1,1,3,9,0,0,0,2,0,0,1,117,130.4,71.8,106.0,30.9,0,0.00,0.00,0.00,0.00
Nick Pope,Newcastle,GKP,2018-19,50,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
John Ruddy,Newcastle,GKP,2018-19,45,42,7,90,0,0,1,0,0,0,0,0,0,3,0,25,26.6,0.0,0.0,2.7,0,0.00,0.00,0.00,0.00
Fabian Schär,Newcastle,DEF,2018-19,50,45,93,2000,4,1,7,23,0,0,0,12,0,0,9,403,669.4,148.6,220.0,103.8,0,0.00,0.00,0.00,0.00
Matt Targett,Newcastle,DEF,2018-19,45,42,36,1185,1,3,0,25,0,0,0,2,0,0,3,229,314.2,366.8,181.0,86.2,0,0.00,0.00,0.00,0.00
Kieran Trippier,Newcastle,DEF,2018-19,60,60,118,2275,1,5,10,23,1,0,0,2,0,0,16,573,601.6,827.0,121.0,155.0,0,0.00,0.00,0.00,0.00
Joe Willock,Newcastle,MID,2018-19,45,45,4,63,0,0,1,1,0,0,0,0,0,0,0,4,1.0,2.5,23.0,2.7,0,0.00,0.00,0.00,0.00
Callum Wilson,Newcastle,FWD,2018-19,60,69,168,2528,14,12,9,47,0,0,1,3,0,0,22,525,737.8,388.4,1137.0,225.0,0,0.00,0.00,0.00,0.00
Willy Boly,Nott'm Forest,DEF,2018-19,45,47,120,3168,4,0,8,43,0,0,0,2,1,0,10,635,954.2,146.9,279.0,137.7,0,0.00,0.00,0.00,0.00
Morgan Gibbs-White,Nott'm Forest,MID,2018-19,45,43,37,645,0,1,4,12,0,0,0,1,0,0,0,113,73.2,181.1,72.0,32.5,0,0.00,0.00,0.00,0.00
Romelu Lukaku Bolingoli,Chelsea,FWD,2018-19,110,107,115,2126,12,1,4,38,0,0,0,4,0,0,14,361,550.6,330.2,1052.0,193.5,0,0.00,0.00,0.00,0.00
Eddie Nketiah,Crystal Palace,FWD,2018-19,50,50,10,63,1,0,0,3,0,0,0,0,0,0,1,36,40.8,14.7,59.0,11.4,0,0.00,0.00,0.00,0.00
Nathaniel Clyne,Crystal Palace,DEF,2018-19,50,44,34,1250,0,1,3,26,0,0,0,2,0,0,0,201,199.4,100.2,72.0,36.9,0,0.00,0.00,0.00,0.00
Marc Guéhi,Crystal Palace,DEF,2018-19,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Rob Holding,Crystal Palace,DEF,2018-19,45,43,24,806,0,0,1,10,0,0,0,1,0,0,5,148,187.8,28.7,14.0,23.2,0,0.00,0.00,0.00,0.00
Will Hughes,Crystal Palace,MID,2018-19,50,49,87,2419,2,4,7,39,0,0,0,5,0,0,5,320,429.2,416.0,451.0,129.6,0,0.00,0.00,0.00,0.00
Jefferson Lerma Solís,Crystal Palace,MID,2018-19,45,45,75,2505,2,2,9,49,1,0,0,12,0,0,6,410,539.6,245.8,174.0,96.2,0,0.00,0.00,0.00,0.00
Jeffrey Schlupp,Crystal Palace,MID,2018-19,45,43,91,1660,4,3,4,26,0,0,0,1,0,0,3,301,385.2,240.5,430.0,105.7,0,0.00,0.00,0.00,0.00
Joel Ward,Crystal Palace,DEF,2018-19,45,43,13,551,1,0,0,14,0,0,0,1,0,0,0,68,131.8,28.9,43.0,20.5,0,0.00,0.00,0.00,0.00
Abdoulaye Doucouré,Everton,MID,2018-19,60,58,124,3061,5,7,5,56,1,0,0,7,0,0,14,550,735.6,544.1,709.0,198.9,0,0.00,0.00,0.00,0.00
Dominic Calvert-Lewin,Everton,FWD,2018-19,55,54,92,1769,6,5,8,26,0,0,0,3,0,0,3,267,321.8,185.7,618.0,111.5,0,0.00,0.00,0.00,0.00
Séamus Coleman,Everton,DEF,2018-19,55,52,125,2558,2,2,13,30,1,0,0,1,0,0,12,548,515.2,387.3,274.0,117.6,0,0.00,0.00,0.00,0.00
Idrissa Gueye,Everton,MID,2018-19,50,47,78,2821,0,2,13,31,0,0,0,6,0,0,0,472,629.2,311.3,168.0,111.1,0,0.00,0.00,0.00,0.00
James Garner,Everton,MID,2018-19,45,45,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Mason Holgate,Everton,DEF,2018-19,45,43,5,407,0,0,0,9,0,0,0,1,0,0,0,61,92.2,5.0,2.0,9.9,0,0.00,0.00,0.00,0.00
Michael Keane,Everton,DEF,2018-19,50,48,129,2970,1,2,13,39,0,0,0,2,0,0,15,642,740.2,101.2,326.0,117.2,0,0.00,0.00,0.00,0.00
Dwight McNeil,Everton,MID,2018-19,45,44,75,1590,3,4,5,25,0,0,0,2,0,0,6,305,405.2,442.8,279.0,112.5,0,0.00,0.00,0.00,0.00
Jordan Pickford,Everton,GKP,2018-19,50,49,161,3420,0,0,14,46,0,3,0,1,0,94,13,706,776.4,10.0,0.0,78.5,0,0.00,0.00,0.00,0.00
James Tarkowski,Everton,DEF,2018-19,50,47,97,3086,3,2,7,63,0,0,0,8,0,0,7,524,1023.2,69.8,450.0,154.5,0,0.00,0.00,0.00,0.00
Ashley Young,Everton,DEF,2018-19,60,57,73,2568,2,3,4,44,0,0,0,8,1,0,4,450,554.4,650.5,124.0,133.0,0,0.00,0.00,0.00,0.00
Asmir Begovic,Everton,GKP,2018-19,45,43,63,2160,0,0,5,47,0,0,0,0,0,59,4,363,440.6,0.0,0.0,44.2,0,0.00,0.00,0.00,0.00
Reiss Nelson,Fulham,MID,2018-19,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Emile Smith Rowe,Fulham,MID,2018-19,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Adama Traoré,Fulham,MID,2018-19,55,51,44,884,1,1,1,13,0,0,0,1,0,0,2,182,223.4,271.3,265.0,75.8,0,0.00,0.00,0.00,0.00
Andreas Hoelgebaum Pereira,Fulham,MID,2018-19,50,45,27,590,1,1,1,13,0,0,0,5,0,0,2,115,132.8,139.5,67.0,33.8,0,0.00,0.00,0.00,0.00
Tom Cairney,Fulham,MID,2018-19,50,46,71,2188,1,1,5,51,0,0,0,0,0,0,3,389,358.0,586.7,199.0,114.5,0,0.00,0.00,0.00,0.00
Issa Diop,Fulham,DEF,2018-19,45,42,87,2970,1,0,7,43,1,0,0,4,0,0,6,561,733.0,52.3,162.0,94.8,0,0.00,0.00,0.00,0.00
Alex Iwobi,Fulham,MID,2018-19,55,54,99,1961,3,8,4,32,0,0,0,0,0,0,3,382,469.0,596.7,646.0,171.1,0,0.00,0.00,0.00,0.00
Bernd Leno,Fulham,GKP,2018-19,50,49,106,2835,0,0,6,42,0,0,0,0,0,105,5,568,807.2,0.0,0.0,80.5,0,0.00,0.00,0.00,0.00
Raúl Jiménez,Fulham,FWD,2018-19,55,69,181,3112,13,10,12,40,0,0,0,4,0,0,31,602,788.8,648.5,1428.0,285.4,0,0.00,0.00,0.00,0.00
Tim Ream,Fulham,DEF,2018-19,45,42,50,2046,0,0,5,49,0,0,0,1,0,0,4,349,331.6,46.3,3.0,38.3,0,0.00,0.00,0.00,0.00
Ryan Sessegnon,Fulham,DEF,2018-19,65,60,94,2291,2,7,3,60,0,0,0,0,0,0,3,295,410.4,468.3,438.0,132.0,0,0.00,0.00,0.00,0.00
Ben Johnson,Ipswich,DEF,2018-19,40,40,2,62,0,0,0,1,0,0,0,0,0,0,0,6,7.8,0.4,0.0,0.8,0,0.00,0.00,0.00,0.00
Arijanet Muric,Ipswich,GKP,2018-19,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Jordan Ayew,Leicester,MID,2018-19,60,57,46,1176,1,3,5,13,0,0,0,3,0,0,2,114,140.2,207.3,421.0,76.7,0,0.00,0.00,0.00,0.00
Hamza Choudhury,Leicester,MID,2018-19,45,43,20,593,0,0,4,4,0,0,0,0,0,0,0,80,119.6,73.7,51.0,24.6,0,0.00,0.00,0.00,0.00
Conor Coady,Leicester,DEF,2018-19,45,45,94,3420,0,0,9,46,3,0,0,5,0,0,6,585,593.2,26.2,0.0,61.8,0,0.00,0.00,0.00,0.00
Bobby De Cordova-Reid,Leicester,MID,2018-19,55,52,80,1413,5,3,4,30,0,0,0,0,0,0,9,276,296.6,224.4,392.0,91.0,0,0.00,0.00,0.00,0.00
Wilfred Ndidi,Leicester,MID,2018-19,50,49,89,3295,2,0,9,47,0,0,0,8,0,0,4,571,726.0,342.4,346.0,141.6,0,0.00,0.00,0.00,0.00
Ricardo Barbosa Pereira,Leicester,DEF,2018-19,50,53,146,3123,2,8,10,45,0,0,0,7,0,0,22,693,889.0,517.6,430.0,183.7,0,0.00,0.00,0.00,0.00
Jamie Vardy,Leicester,FWD,2018-19,90,90,174,2726,18,5,11,36,0,0,1,3,1,0,31,598,822.0,419.9,1206.0,244.6,0,0.00,0.00,0.00,0.00
Jannik Vestergaard,Leicester,DEF,2018-19,50,46,50,2027,0,0,4,31,0,0,0,2,0,0,0,396,576.6,76.6,104.0,75.9,0,0.00,0.00,0.00,0.00
Danny Ward,Leicester,GKP,2018-19,45,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Harry Winks,Leicester,MID,2018-19,55,55,53,1589,1,0,6,17,0,0,0,4,0,0,3,275,268.2,168.6,71.0,50.7,0,0.00,0.00,0.00,0.00
Oliver Skipp,Leicester,MID,2018-19,45,45,12,214,0,0,2,1,0,0,0,0,0,0,0,40,35.2,20.5,12.0,7.0,0,0.00,0.00,0.00,0.00
Alisson Ramses Becker,Liverpool,GKP,2018-19,55,59,176,3420,0,0,21,22,0,0,0,1,0,76,9,771,677.0,0.1,0.0,67.6,0,0.00,0.00,0.00,0.00
Trent Alexander-Arnold,Liverpool,DEF,2018-19,50,58,185,2460,1,13,16,14,0,0,0,3,0,0,25,753,734.4,837.4,276.0,184.7,0,0.00,0.00,0.00,0.00
Diogo Teixeira da Silva,Liverpool,MID,2018-19,65,63,139,2352,9,8,10,29,0,0,0,11,0,0,13,386,559.6,402.5,888.0,185.0,0,0.00,0.00,0.00,0.00
Harvey Elliott,Liverpool,MID,2018-19,40,40,2,18,0,0,0,1,0,0,0,0,0,0,0,7,3.8,1.7,17.0,2.2,0,0.00,0.00,0.00,0.00
Joe Gomez,Liverpool,DEF,2018-19,50,48,55,1059,0,0,7,4,0,0,0,2,0,0,2,268,209.8,92.1,44.0,34.7,0,0.00,0.00,0.00,0.00
Curtis Jones,Liverpool,MID,2018-19,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Mohamed Salah,Liverpool,MID,2018-19,130,132,259,3254,22,12,21,20,0,0,0,1,0,0,18,687,1186.8,973.9,2168.0,432.7,0,0.00,0.00,0.00,0.00
Andrew Robertson,Liverpool,DEF,2018-19,60,67,213,3216,0,12,21,20,0,0,0,4,0,0,29,906,748.8,767.2,318.0,183.6,0,0.00,0.00,0.00,0.00
Virgil van Dijk,Liverpool,DEF,2018-19,60,67,208,3384,4,4,20,22,0,0,0,1,0,0,22,932,993.6,111.1,455.0,156.1,0,0.00,0.00,0.00,0.00
Nathan Aké,Man City,DEF,2018-19,50,51,120,3411,4,1,10,70,0,0,0,3,0,0,8,716,1002.0,125.9,440.0,156.8,0,0.00,0.00,0.00,0.00
Bernardo Veiga de Carvalho e Silva,Man City,MID,2018-19,75,78,154,2849,7,8,15,22,0,0,0,3,0,0,17,649,796.4,1026.3,1069.0,289.6,0,0.00,0.00,0.00,0.00
Kevin De Bruyne,Man City,MID,2018-19,100,96,59,968,2,3,6,3,0,0,0,2,0,0,8,268,301.4,562.3,317.0,117.9,0,0.00,0.00,0.00,0.00
Ederson Santana de Moraes,Man City,GKP,2018-19,55,57,169,3420,0,1,20,23,0,0,0,2,0,58,6,700,535.2,33.0,0.0,56.8,0,0.00,0.00,0.00,0.00
Phil Foden,Man City,MID,2018-19,50,45,25,328,1,0,2,0,0,0,0,0,0,0,3,93,85.0,133.8,208.0,42.6,0,0.00,0.00,0.00,0.00
Mateo Kovačić,Man City,MID,2018-19,60,57,64,1725,0,2,9,19,0,0,0,3,0,0,2,343,315.4,468.8,311.0,109.9,0,0.00,0.00,0.00,0.00
John Stones,Man City,DEF,2018-19,55,52,83,1761,0,0,9,15,0,0,0,1,0,0,9,431,376.6,115.5,49.0,54.1,0,0.00,0.00,0.00,0.00
Kyle Walker,Man City,DEF,2018-19,65,64,150,2776,1,1,18,17,0,0,0,3,0,0,11,684,498.8,448.4,183.0,113.1,0,0.00,0.00,0.00,0.00
Matt Doherty,Wolves,DEF,2018-19,45,53,144,3141,4,7,8,41,1,0,0,5,0,0,12,596,758.8,547.4,711.0,201.6,0,0.00,0.00,0.00,0.00
Mario Lemina,Wolves,MID,2018-19,50,47,50,1612,1,2,4,37,0,0,0,5,0,0,2,270,313.0,214.7,188.0,71.6,0,0.00,0.00,0.00,0.00
Callum Hudson-Odoi,Nott'm Forest,MID,2018-19,45,42,18,388,0,1,2,5,0,0,0,0,0,0,1,83,89.2,143.2,133.0,36.2,0,0.00,0.00,0.00,0.00
Chris Wood,Nott'm Forest,FWD,2018-19,65,63,131,2580,10,3,7,49,0,0,0,2,0,0,17,379,475.8,310.3,911.0,167.9,0,0.00,0.00,0.00,0.00
James Ward-Prowse,Nott'm Forest,MID,2018-19,55,51,94,1940,7,0,3,41,1,0,0,4,0,0,15,390,592.0,695.8,387.0,167.4,0,0.00,0.00,0.00,0.00
Ryan Fraser,Southampton,MID,2018-19,55,64,181,3165,7,14,9,64,0,0,0,2,0,0,23,751,930.6,1382.4,696.0,301.2,0,0.00,0.00,0.00,0.00
Jan Bednarek,Southampton,DEF,2018-19,40,40,49,2150,0,1,3,37,0,0,0,7,0,0,3,365,616.0,108.8,91.0,81.9,0,0.00,0.00,0.00,0.00
Adam Lallana,Southampton,MID,2018-19,70,69,23,460,0,1,3,3,0,0,0,1,0,0,0,96,85.4,139.0,113.0,33.8,0,0.00,0.00,0.00,0.00
Alex McCarthy,Southampton,GKP,2018-19,45,43,73,2250,0,0,4,44,0,0,0,1,0,78,6,414,585.2,0.0,0.0,58.6,0,0.00,0.00,0.00,0.00
Jack Stephens,Southampton,DEF,2018-19,45,42,47,1697,1,0,3,35,0,0,0,4,0,0,4,282,394.4,65.5,143.0,60.4,0,0.00,0.00,0.00,0.00
Charlie Taylor,Southampton,DEF,2018-19,45,44,82,3240,0,1,7,64,0,0,0,2,0,0,2,505,649.4,268.5,30.0,94.9,0,0.00,0.00,0.00,0.00
Kyle Walker-Peters,Southampton,DEF,2018-19,45,42,28,374,0,3,2,4,0,0,0,1,0,0,4,112,107.4,104.9,20.0,23.1,0,0.00,0.00,0.00,0.00
Dominic Solanke-Mitchell,Spurs,FWD,2018-19,50,47,15,340,0,1,0,5,0,0,0,0,0,0,0,45,79.0,96.0,154.0,33.0,0,0.00,0.00,0.00,0.00
Yves Bissouma,Spurs,MID,2018-19,50,46,43,1764,0,0,3,32,0,0,0,5,0,0,0,170,253.4,213.0,201.0,66.8,0,0.00,0.00,0.00,0.00
Ben Davies,Spurs,DEF,2018-19,60,56,66,1837,0,0,6,26,0,0,0,2,0,0,5,361,388.2,256.6,176.0,82.3,0,0.00,0.00,0.00,0.00
Fraser Forster,Spurs,GKP,2018-19,45,42,2,90,0,0,0,3,0,0,0,0,0,3,0,13,22.2,0.0,0.0,2.2,0,0.00,0.00,0.00,0.00
Pierre-Emile Højbjerg,Spurs,MID,2018-19,45,44,90,2760,4,3,4,59,0,0,0,7,2,0,8,477,616.0,445.6,421.0,148.8,0,0.00,0.00,0.00,0.00
James Maddison,Spurs,MID,2018-19,65,66,137,2831,7,7,8,44,0,0,1,3,1,0,12,619,801.4,1515.0,769.0,308.4,0,0.00,0.00,0.00,0.00
Richarlison de Andrade,Spurs,FWD,2018-19,65,64,153,2662,13,3,11,36,0,0,0,5,1,0,12,400,698.4,350.7,1209.0,224.5,0,0.00,0.00,0.00,0.00
Son Heung-min,Spurs,MID,2018-19,85,86,159,2033,12,8,10,23,0,0,0,2,1,0,17,489,690.6,508.0,1002.0,219.9,0,0.00,0.00,0.00,0.00
Alfie Whiteman,Spurs,GKP,2018-19,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
Aaron Wan-Bissaka,West Ham,DEF,2018-19,40,46,120,3134,0,3,12,47,0,0,0,4,1,0,18,672,863.4,266.8,139.0,127.1,0,0.00,0.00,0.00,0.00
Michail Antonio,West Ham,FWD,2018-19,70,68,118,2093,6,8,7,30,0,0,0,3,0,0,6,305,482.0,346.2,852.0,167.0,0,0.00,0.00,0.00,0.00
Aaron Cresswell,West Ham,DEF,2018-19,55,50,34,1588,0,1,1,26,0,0,0,1,0,0,0,257,318.2,290.9,113.0,72.3,0,0.00,0.00,0.00,0.00
Emerson Palmieri dos Santos,West Ham,DEF,2018-19,55,52,22,660,0,0,2,11,0,0,0,0,0,0,1,130,104.6,113.8,81.0,30.0,0,0.00,0.00,0.00,0.00
Łukasz Fabiański,West Ham,GKP,2018-19,45,47,143,3420,0,0,7,55,0,1,0,0,0,148,15,742,1136.0,20.0,0.0,115.5,0,0.00,0.00,0.00,0.00
Danny Ings,West Ham,FWD,2018-19,55,54,90,1650,7,3,5,27,0,0,0,1,0,0,11,310,433.8,346.9,808.0,158.4,0,0.00,0.00,0.00,0.00
Max Kilman,West Ham,DEF,2018-19,40,40,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
